MSV,classCode,subjectCode
18001615,MAT1091 5,MAT1091
18001615,MAT1101 6,MAT1101
18001628,MAT3318 2TNT,MAT3318 TNT
18001628,MAT3322 TNT,MAT3322 TNT
18001628,MAT3344 1,MAT3344
18001628,MAT4072,MAT4072
18001650,BIO3252 1,BIO3252
18001650,POL1001 12,POL1001
18001669,MAT2308,MAT2308
18001669,MAT3525,MAT3525
18001677,HMO3204,HMO3204
18001679,GEO2059 1,GEO2059
18001679,GLO2056,GLO2056
18001679,MAT1192 1,MAT1192
18001679,PHY1100 7,PHY1100
18001679,PHY1103 11,PHY1103
18001710,BIO2215E 1CLCCNS,BIO2215E CLCCNS
18001726,PHY2302 1,PHY2302
18001726,PHY2306,PHY2306
18001728,GEO3263,GEO3263
18001736,MAT4073,MAT4073
18001739,MAT3500 3CLCMTKHTT,MAT3500 CLCMTKHTT
18001739,MAT3535 CLCMTKHTT,MAT3535 CLCMTKHTT
18001739,PHI1002 3,PHI1002
18001740,CHE1075,CHE1075
18001741,CHE1057 4,CHE1057
18001741,EVS3242 3,EVS3242
18001741,MAT1092 7,MAT1092
18001763,MAT4073,MAT4073
18001767,CHE2110E TTH,CHE2110E TTH
18001788,CHE1080 3,CHE1080
18001788,PHY2306,PHY2306
18001803,PHY1100 7,PHY1100
18001813,GEO3219,GEO3219
18001813,GEO3270,GEO3270
18001813,MAT1091 2,MAT1091
18001814,MAT3539 2,MAT3539
18001815,MAT1092 7,MAT1092
18001841,EVS3232,EVS3232
18001855,BIO2210 6,BIO2210
18001877,BIO3258 3,BIO3258
18001877,CHE1057 2,CHE1057
18001877,HIS1001 1,HIS1001
18001877,PHI1002 10,PHI1002
18001886,BIO3258 1,BIO3258
18001887,MAT3500 2,MAT3500
18001887,MAT3539 2,MAT3539
18001887,MAT4073,MAT4073
18001899,CHE1052,CHE1052
18001899,CHE1065,CHE1065
18001899,CHE1075,CHE1075
18001899,MAT1101 12,MAT1101
18001902,BIO2088 1,BIO2088
18001902,BIO3098,BIO3098
18001902,BIO3302 1,BIO3302
18001902,PHI1002 4,PHI1002
18001946,MAT3305,MAT3305
18001996,CHE1057 4,CHE1057
18001996,EVS3242 1,EVS3242
18001996,MAT1091 2,MAT1091
18001996,MAT1101 14,MAT1101
18001996,PHY1100 12,PHY1100
18001996,PHY1103 1,PHY1103
18002012,PHY2302 5,PHY2302
18002012,PHY2306,PHY2306
18002033,PHY2302 3,PHY2302
18002033,PHY3301 1,PHY3301
18002036,PHY2304 1,PHY2304
18002099,BIO2202 2,BIO2202
18002099,BIO3304 2,BIO3304
18002099,CHE1057 4,CHE1057
18002099,HIS1056 9,HIS1056
18002099,PHY1103 5,PHY1103
18002102,CHE1080 3,CHE1080
18002102,HMO3204,HMO3204
18002102,HMO3302,HMO3302
18002102,HMO3303,HMO3303
18002102,PHY1100 2,PHY1100
18002119,PHY2304 1,PHY2304
18002132,BIO2800 5CLCCNS,BIO2800 CLCCNS
18002132,BIO3301 2CLCCNS,BIO3301 CLCCNS
18002132,BIO3803E 2CLCCNS,BIO3803E CLCCNS
18002132,MAT1091 1,MAT1091
18002132,MAT1101 5,MAT1101
18002136,PHY2206 1,PHY2206
18002136,PHY2306,PHY2306
18002136,PHY3167 1,PHY3167
18002152,PHY1108 1,PHY1108
18002152,PHY2306,PHY2306
18002157,PHY1108 5,PHY1108
18002176,BIO3098,BIO3098
18002176,CHE1057 2,CHE1057
18002188,CHE3300 1,CHE3300
18002196,CHE1080 3,CHE1080
18002196,CHE1081 6,CHE1081
18002196,EVS2017,EVS2017
18002196,PHY1103 6,PHY1103
18002211,HIS1056 5,HIS1056
18002231,CHE1077 TNH,CHE1077 TNH
18002231,CHE1095E TTH,CHE1095E TTH
18002231,PHY1161 2TTH,PHY1161 TTH
18002233,CHE1081 4,CHE1081
18002233,EVS3242 1,EVS3242
18002233,EVS4073 2,EVS4073
18002233,PHY1100 12,PHY1100
18002233,PHY1103 1,PHY1103
18002246,HIS1001 7,HIS1001
18002246,MAT3533,MAT3533
18002246,MAT3539 1,MAT3539
18002246,MAT3539 2,MAT3539
18002246,PHI1002 10,PHI1002
18002252,CHE1075,CHE1075
18002252,CHE1079,CHE1079
18002252,CHE2021,CHE2021
18002253,BIO2201 3,BIO2201
18002265,PHI1002 9,PHI1002
18002274,PHY2004,PHY2004
18002277,PHY1012 TNL,PHY1012 TNL
18002302,BIO2203 1,BIO2203
18002302,BIO3258 1,BIO3258
18002331,CHE1052,CHE1052
18002331,MAT1092 1,MAT1092
18002331,PHI1002 1,PHI1002
18002331,PHY1103 10,PHY1103
18002340,CHE1081 2,CHE1081
18002340,EVS3232,EVS3232
18002341,BIO2045 1,BIO2045
18002341,GEO1050 1,GEO1050
18002358,MAT3365,MAT3365
18002358,MAT3514 2,MAT3514
18002358,MAT3539 1,MAT3539
18002358,MAT4073,MAT4073
18002391,BIO2088 1,BIO2088
18002391,BIO3201 1,BIO3201
18002391,MAT1090 1,MAT1090
18002469,BIO2203 1,BIO2203
18002469,BIO3099,BIO3099
18002480,PHY2304E QTL,PHY2304E QTL
18002480,PHY3508 2,PHY3508
18002505,MAT2403 3,MAT2403
18002505,MAT3507,MAT3507
18002505,MAT3535 CLCMTKHTT,MAT3535 CLCMTKHTT
18002541,MAT1101 7,MAT1101
18002541,POL1001 9,POL1001
18002576,CHE1052 3CLCCNH,CHE1052 CLCCNH
18002576,CHE1091 8CLCCNH,CHE1091 CLCCNH
18002576,PHI1002 11,PHI1002
18002598,MAT2034,MAT2034
18002598,MAT2403 3,MAT2403
18002598,MAT3452 2,MAT3452
18002598,MAT3514 2,MAT3514
18002598,MAT3539 1,MAT3539
18002665,CHE1065,CHE1065
18002665,CHE1075,CHE1075
18002697,CHE1091 1,CHE1091
18002697,CHE2018,CHE2018
18002697,CHE2021,CHE2021
18002697,CHE3253,CHE3253
18002697,CHE3254,CHE3254
18002697,MAT1092 7,MAT1092
18002721,CHE1080 1,CHE1080
18002721,CHE1081 4,CHE1081
18002740,BIO3301 1CLCCNS,BIO3301 CLCCNS
18002746,BIO2088 4,BIO2088
18002746,BIO3098,BIO3098
18002752,MAT2411E 1CLCMTKHTT,MAT2411E CLCMTKHTT
18002752,MAT3535 CLCMTKHTT,MAT3535 CLCMTKHTT
18002815,MAT1091 3,MAT1091
18002841,EVS3409,EVS3409
18002841,EVS4073 2,EVS4073
18002853,EVS3232,EVS3232
18002876,PHY2302 3,PHY2302
18002876,PHY3508 3,PHY3508
18002876,PHY3606,PHY3606
18002876,PHY3608,PHY3608
18002880,BIO3098,BIO3098
18002895,MAT4073,MAT4073
18002897,CHE1067 1CLCHD,CHE1067 CLCHD
18002897,CHE2030E 2CLCHD,CHE2030E CLCHD
18002897,CHE2114,CHE2114
18002897,CHE3283 2CLCHD,CHE3283 CLCHD
18002897,MAT1101 11,MAT1101
18002899,MAT3533,MAT3533
18002899,POL1001 7,POL1001
18002943,MAT3300 2,MAT3300
18002943,MAT3533,MAT3533
18002953,MAT4073,MAT4073
18002957,PHY1108 4,PHY1108
18002957,PHY2302 6,PHY2302
18002957,PHY2304 4,PHY2304
18002957,PHY2306,PHY2306
18002966,MAT4072,MAT4072
18002972,MAT2308,MAT2308
18002972,MAT2403 1,MAT2403
18002972,MAT3514 1,MAT3514
18002972,MAT3525,MAT3525
18002972,MAT3539 2,MAT3539
18002972,PHY2302 3,PHY2302
18002982,EVS3248,EVS3248
18003000,PHY1108 4,PHY1108
18003000,PHY2206 2,PHY2206
18003000,PHY2306,PHY2306
18003005,BIO3098,BIO3098
18003013,MAT1192 4,MAT1192
18003023,BIO2088 1,BIO2088
18003032,MAT2308,MAT2308
18003032,MAT2406,MAT2406
18003032,MAT3525,MAT3525
18003041,BIO3257 TNS,BIO3257 TNS
18003041,CHE1057 4,CHE1057
18003053,MAT2301 2,MAT2301
18003053,MAT3539 2,MAT3539
18003053,MAT4073,MAT4073
18003053,PHY1108 3,PHY1108
18003053,PHY2302 6,PHY2302
18003053,PHY2304 2,PHY2304
18003067,CHE1081 1,CHE1081
18003067,EVS3241,EVS3241
18003067,EVS3242 2,EVS3242
18003067,EVS3455,EVS3455
18003067,EVS4071 4,EVS4071
18003067,PHI1002 5,PHI1002
18003076,MAT3452 1,MAT3452
18003085,PHY1100 7,PHY1100
18003089,MAT3452 1,MAT3452
18003089,PHY2302 2,PHY2302
18003089,PHY2306,PHY2306
18003089,PHY3302,PHY3302
18003123,MAT3533,MAT3533
18003155,BIO2088 1,BIO2088
18003155,BIO3302 1,BIO3302
18003155,CHE1081 2,CHE1081
18003155,MAT3500 2,MAT3500
18003171,GEO3219,GEO3219
18003171,GEO3270,GEO3270
18003171,GEO3403,GEO3403
18003171,MAT1101 4,MAT1101
18003171,PHY1103 12,PHY1103
18003187,MAT4072,MAT4072
18003206,BIO3252 1,BIO3252
18003212,POL1001 2,POL1001
18003216,MAT3500 2,MAT3500
18003216,MAT3539 2,MAT3539
18003216,MAT4073,MAT4073
18003227,MAT2306 1,MAT2306
18003227,MAT3533,MAT3533
18003227,MAT3539 2,MAT3539
18003227,MAT4073,MAT4073
18003237,MAT1092 7,MAT1092
18003248,BIO2400E 6CLCCNS,BIO2400E CLCCNS
18003248,BIO3182 2CLCCNS,BIO3182 CLCCNS
18003248,MAT3525,MAT3525
18003248,MAT3533,MAT3533
18003248,MAT3539 2,MAT3539
18003268,CHE1057 1,CHE1057
18003268,EVS2109,EVS2109
18003268,EVS2302 2,EVS2302
18003268,EVS3242 2,EVS3242
18003268,MAT1090 2,MAT1090
18003268,PHY1100 2,PHY1100
18003268,POL1001 5,POL1001
18003270,PHY1108 1,PHY1108
18003270,PHY2304 4,PHY2304
18003270,PHY2306,PHY2306
18003291,MAT4072,MAT4072
18003308,MAT2306 2,MAT2306
18003308,MAT3300 2,MAT3300
18003308,MAT3306,MAT3306
18003308,MAT3344 1,MAT3344
18003308,MAT3347 1,MAT3347
18003357,MAT3500 2,MAT3500
18003357,MAT3506,MAT3506
18003357,MAT4073,MAT4073
18003363,BIO3252 1,BIO3252
18003364,EVS3241,EVS3241
18003364,EVS3248,EVS3248
18003389,MAT2311,MAT2311
18003389,MAT2403 3,MAT2403
18003389,MAT3452 1,MAT3452
18003389,MAT3514 2,MAT3514
18003398,CHE2118E TTH,CHE2118E TTH
18003398,PHI1002 2,PHI1002
18003403,PHY2306,PHY2306
18003453,MAT3535 CLCMTKHTT,MAT3535 CLCMTKHTT
18003454,MAT2308,MAT2308
18003454,MAT3344 2,MAT3344
18003454,MAT4072,MAT4072
18003462,MAT2301 4,MAT2301
18003462,MAT3300 2,MAT3300
18003462,MAT3305,MAT3305
18003462,MAT3344 2,MAT3344
18003462,MAT3347 1,MAT3347
18003507,MAT2403 3,MAT2403
18003507,MAT3452 2,MAT3452
18003507,MAT3525,MAT3525
18003507,MAT3533,MAT3533
18003507,MAT3539 1,MAT3539
18003510,MAT1090 2,MAT1090
18003510,MAT1192 1,MAT1192
18003510,PHI1002 6,PHI1002
18003510,PHY1100 12,PHY1100
18003516,MAT3452 1,MAT3452
18003516,MAT3525,MAT3525
18003517,BIO3304 1,BIO3304
18003517,MAT1101 11,MAT1101
18003521,BIO3098,BIO3098
18003544,MAT1101 9,MAT1101
18003544,MAT2034,MAT2034
18003544,MAT3452 1,MAT3452
18003544,MAT3525,MAT3525
18003544,MAT3539 1,MAT3539
18003546,HIS1056 2,HIS1056
18003546,MAT2317 3CLCMTKHTT,MAT2317 CLCMTKHTT
18003546,MAT3514 1,MAT3514
18003546,MAT4073,MAT4073
18003549,MAT2502 1,MAT2502
18003582,MAT3539 2,MAT3539
18003592,BIO3301 1CLCCNS,BIO3301 CLCCNS
18003594,CHE1095E TTH,CHE1095E TTH
18003594,CHE2130E TTH,CHE2130E TTH
18003594,POL1001 8,POL1001
18003600,CHE1079 2TNH,CHE1079 TNH
18003600,MAT1292 1TNH,MAT1292 TNH
18003602,BIO2045 2,BIO2045
18003602,CHE1081 2,CHE1081
18003602,MAT1192 3,MAT1192
18003608,CHE1081 8,CHE1081
18003608,POL1001 10,POL1001
18003659,GEO3266,GEO3266
18003659,MAT1101 14,MAT1101
18003659,PHI1002 10,PHI1002
18003667,CHE1075,CHE1075
18003691,HMO3204,HMO3204
18003691,HMO3303,HMO3303
18003697,CHE1080 3,CHE1080
18003697,PHY1108 4,PHY1108
18003697,PHY2306,PHY2306
18003697,POL1001 2,POL1001
18003708,BIO3301 2CLCCNS,BIO3301 CLCCNS
18003708,GEO1050 2,GEO1050
18003731,MAT3539 2,MAT3539
18003731,PHI1002 10,PHI1002
18003743,EVS3248,EVS3248
18003767,PHY1108 3,PHY1108
18003767,PHY2304 1,PHY2304
18003770,CHE1048,CHE1048
18003770,CHE1052 4CLCHD,CHE1052 CLCHD
18003770,CHE2018,CHE2018
18003770,GEO1050 1,GEO1050
18003770,HIS1056 8,HIS1056
18003770,MAT1101 3,MAT1101
18003770,PHY1100 14,PHY1100
18003770,PHY1103 4,PHY1103
18003775,HIS1001 6,HIS1001
18003775,MAT1091 1,MAT1091
18003775,MAT1192 8QTS,MAT1192 QTS
18003775,PHI1002 3,PHI1002
18003777,GEO3219,GEO3219
18003782,MAT3539 2,MAT3539
18003794,CHE2130E TTH,CHE2130E TTH
18003794,MAT1091 3,MAT1091
18003794,PHY1161 2TTH,PHY1161 TTH
18003798,PHY1108 4,PHY1108
18003798,PHY2206 2,PHY2206
18003798,PHY2306,PHY2306
18003801,CHE2018,CHE2018
18003810,MAT1092 12TTH,MAT1092 TTH
18003818,PHY3167 2,PHY3167
18003863,CHE1075,CHE1075
18003863,CHE1084,CHE1084
18003863,CHE1091 1,CHE1091
18003863,CHE3045,CHE3045
18003863,PHY1100 7,PHY1100
18003873,PHI1002 8,PHI1002
18003875,CHE1081 2,CHE1081
18003892,PHY1108 4,PHY1108
18003892,PHY2306,PHY2306
18003895,CHE1080 5,CHE1080
18003895,CHE1081 2,CHE1081
18003895,EVS3232,EVS3232
18003895,HIS1056 1,HIS1056
18003895,MAT1090 1,MAT1090
18003895,MAT1091 5,MAT1091
18003895,MAT1092 5,MAT1092
18003895,MAT1101 10,MAT1101
18003895,PHY1100 11,PHY1100
18003895,PHY1103 11,PHY1103
18003897,MAT1101 4,MAT1101
18003897,PHI1002 1,PHI1002
18003904,MAT3535 CLCMTKHTT,MAT3535 CLCMTKHTT
18003909,MAT3535 CLCMTKHTT,MAT3535 CLCMTKHTT
18003911,CHE1080 3,CHE1080
18003912,EVS2302 1,EVS2302
18003912,EVS3232,EVS3232
18003942,BIO3098,BIO3098
18004017,GEO2059 1,GEO2059
18004034,CHE1065,CHE1065
18004034,CHE3300 2,CHE3300
18004065,BIO3301 2CLCCNS,BIO3301 CLCCNS
18004065,BIO3330 CLCCNS,BIO3330 CLCCNS
18004066,HIS1056 5,HIS1056
18004066,MAT1090 2,MAT1090
18004066,MAT1101 14,MAT1101
18004098,CHE1080 4,CHE1080
18004098,MAT1091 5,MAT1091
18004098,MAT1101 14,MAT1101
18004098,PHY1100 12,PHY1100
18004098,POL1001 7,POL1001
18004103,MAT4072,MAT4072
18004103,PHY1100 8,PHY1100
18004114,EVS3232,EVS3232
18004114,PHY1100 14,PHY1100
18004117,CHE1052 5CLCHD,CHE1052 CLCHD
18004128,MAT2502 3CLCMTKHTT,MAT2502 CLCMTKHTT
18004128,MAT3535 CLCMTKHTT,MAT3535 CLCMTKHTT
18004129,CHE1081 10,CHE1081
18004146,MAT1101 12,MAT1101
18004146,MAT2411E 1CLCMTKHTT,MAT2411E CLCMTKHTT
18004146,MAT3535 CLCMTKHTT,MAT3535 CLCMTKHTT
18004159,CHE1052 3CLCCNH,CHE1052 CLCCNH
18004159,PHY1103 17CLCCNH,PHY1103 CLCCNH
18004159,POL1001 9,POL1001
18004162,BIO2800 6CLCCNS,BIO2800 CLCCNS
18004162,BIO3301 2CLCCNS,BIO3301 CLCCNS
18004162,BIO3302E 1CLCCNS,BIO3302E CLCCNS
18004162,BIO3802E 1CLCCNS,BIO3802E CLCCNS
18004162,PHY1100 13,PHY1100
18004179,MAT3525,MAT3525
18004215,CHE2021 2CLCCNH,CHE2021 CLCCNH
18004215,CHE3253 2CLCCNH,CHE3253 CLCCNH
18004215,MAT1091 10,MAT1091
18004215,MAT1092 10CLCHD,MAT1092 CLCHD
18004215,MAT1101 11,MAT1101
18004215,MAT2034,MAT2034
18004215,MAT2308,MAT2308
18004215,MAT2403 1,MAT2403
18004215,MAT3525,MAT3525
18004221,EVS3241,EVS3241
18004221,EVS4071 3,EVS4071
18004221,MAT1090 2,MAT1090
18004221,PHY1103 1,PHY1103
18004235,CHE1075,CHE1075
18004238,POL1001 12,POL1001
18004242,MAT3533,MAT3533
18004259,MAT3539 2,MAT3539
18004261,POL1001 2,POL1001
18004264,GEO3263,GEO3263
18004264,GEO3269,GEO3269
18004270,CHE1080 4,CHE1080
18004270,PHY1108 5,PHY1108
18004270,PHY2302 1,PHY2302
18004270,PHY2306,PHY2306
18004273,EVS2302 1,EVS2302
18004273,PHY1100 12,PHY1100
18004273,PHY1100 4,PHY1100
18004278,EVS3232,EVS3232
18004278,MAT1101 10,MAT1101
18004278,PHY1103 10,PHY1103
18004284,CHE1081 2,CHE1081
18004284,MAT1091 1,MAT1091
18004284,PHY1100 2,PHY1100
18004315,MAT3539 2,MAT3539
18004362,HIS1001 9,HIS1001
18004362,MAT2306 2,MAT2306
18004362,MAT2311,MAT2311
18004362,MAT2318 1,MAT2318
18004362,MAT2407 1,MAT2407
18004362,MAT3306,MAT3306
18004362,PHI1002 12,PHI1002
18004362,PHY1103 1,PHY1103
18004382,GEO2320 1,GEO2320
18004390,CHE1057 4,CHE1057
18004410,MAT3452 1,MAT3452
18004418,BIO3252 1,BIO3252
18004449,BIO2203 6,BIO2203
18004449,BIO3252 2,BIO3252
18004449,GEO1050 1,GEO1050
18004449,PHY1108 4,PHY1108
18004449,PHY2302 6,PHY2302
18004449,PHY2304 4,PHY2304
18004495,MAT2303 4,MAT2303
18004495,MAT3365,MAT3365
18004495,MAT3539 2,MAT3539
18004495,MAT4073,MAT4073
18004498,HMO3204,HMO3204
18004511,PHY1100 7,PHY1100
18004511,PHY2302 5,PHY2302
18004511,PHY2306,PHY2306
18004539,BIO3182 2CLCCNS,BIO3182 CLCCNS
18004539,BIO3330 CLCCNS,BIO3330 CLCCNS
18004542,BIO2088 1,BIO2088
18004546,CHE1057 3,CHE1057
18004546,CHE1081 5,CHE1081
18004547,BIO3099,BIO3099
18004547,PHY1103 1,PHY1103
18004558,CHE1057 7QTS,CHE1057 QTS
18004565,BIO3252 3,BIO3252
18004599,CHE2121 TNH,CHE2121 TNH
18004599,CHE3283 2CLCHD,CHE3283 CLCHD
18004599,HIS1056 1,HIS1056
18004599,MAT1101 10,MAT1101
18004599,PHY1103 18CLCHD,PHY1103 CLCHD
18004602,PHY1108 4,PHY1108
18004602,PHY2206 2,PHY2206
18004604,GEO3219,GEO3219
18004604,GEO3270,GEO3270
18004604,GEO3304,GEO3304
18004604,MAT1192 2,MAT1192
18004630,CHE1057 4,CHE1057
18004630,CHE1081 10,CHE1081
18004654,BIO3201 3,BIO3201
18004658,MAT3539 1,MAT3539
18004659,CHE1081 2,CHE1081
18004659,EVS2017,EVS2017
18004659,EVS3241,EVS3241
18004659,MAT1090 1,MAT1090
18004659,MAT1090 2,MAT1090
18004659,PHI1002 7,PHI1002
18004659,POL1001 7,POL1001
18004665,CHE2021,CHE2021
18004665,CHE3253,CHE3253
18004665,CHE3254,CHE3254
18004711,PHI1002 10,PHI1002
18004717,PHY1108 3,PHY1108
18004717,PHY2304 1,PHY2304
18004719,CHE1075,CHE1075
18004725,BIO3301 2CLCCNS,BIO3301 CLCCNS
18004730,MAT3300 3TNT,MAT3300 TNT
18004730,MAT4073,MAT4073
18004738,MAT2406,MAT2406
18004738,MAT3533,MAT3533
18004739,CHE1080 2,CHE1080
18004739,CHE1095E TTH,CHE1095E TTH
18004739,PHY1161 2TTH,PHY1161 TTH
18004739,POL1001 2,POL1001
18004748,GEO3219,GEO3219
18004748,PHY1103 11,PHY1103
18004751,HIS1001 12,HIS1001
18004765,PHY2306,PHY2306
18004781,PHY2306,PHY2306
18004786,PHI1002 2,PHI1002
18004786,PHY1103 6,PHY1103
18004820,CHE1081 6,CHE1081
18004820,MAT1101 7,MAT1101
18004822,MAT3525,MAT3525
18004822,MAT3539 2,MAT3539
18004826,CHE1067 3,CHE1067
18004826,CHE1075,CHE1075
18004826,CHE3300 2,CHE3300
18004828,BIO2088 1,BIO2088
18004828,BIO2220 4,BIO2220
18004828,BIO3302 1,BIO3302
18004828,BIO3304 2,BIO3304
18004828,CHE1057 4,CHE1057
18004839,MAT3533,MAT3533
18004851,GEO1050 2,GEO1050
18004889,EVS2301 1,EVS2301
18004901,MAT1090 2,MAT1090
18004901,MAT1101 1,MAT1101
18004905,MAT2306 2,MAT2306
18004905,MAT3539 1,MAT3539
18004905,MAT4073,MAT4073
18004913,MAT2411E 1CLCMTKHTT,MAT2411E CLCMTKHTT
18004913,MAT3535 CLCMTKHTT,MAT3535 CLCMTKHTT
18004936,MAT2306 2,MAT2306
18004969,EVS3241,EVS3241
18004969,MAT1090 2,MAT1090
18004969,MAT1092 6,MAT1092
18004979,GEO2059 1,GEO2059
18004979,GLO2038 1,GLO2038
18004979,GLO2056,GLO2056
18004979,GLO2099 1,GLO2099
18004979,GLO3158,GLO3158
18004979,PHI1002 12,PHI1002
18004979,PHY1103 3,PHY1103
18004983,BIO2202 6,BIO2202
18004983,BIO2204 4,BIO2204
18004983,BIO3098,BIO3098
18004983,CHE1057 1,CHE1057
18004983,MAT1091 2,MAT1091
18004983,MAT1101 7,MAT1101
18004996,CHE1075,CHE1075
18005017,HIS1001 7,HIS1001
18005017,MAT3535 CLCMTKHTT,MAT3535 CLCMTKHTT
18005017,PHI1002 11,PHI1002
18005020,BIO2210 6,BIO2210
18005020,BIO3098,BIO3098
18005020,BIO3099,BIO3099
18005020,BIO3304 1,BIO3304
18005040,CHE1095E TTH,CHE1095E TTH
18005042,PHY2004,PHY2004
18005042,PHY2304 2,PHY2304
18005054,CHE1075,CHE1075
18005069,BIO3257 TNS,BIO3257 TNS
18005069,PHI1002 6,PHI1002
18005072,MAT2303 2,MAT2303
18005072,MAT3539 2,MAT3539
18005072,MAT4073,MAT4073
18005076,PHI1002 11,PHI1002
18005092,BIO3301 1CLCCNS,BIO3301 CLCCNS
18005092,BIO3330 CLCCNS,BIO3330 CLCCNS
18005092,MAT1101 4,MAT1101
18005092,PHY1103 5,PHY1103
18005120,EVS3241,EVS3241
18005120,HIS1001 6,HIS1001
18005120,MAT1092 5,MAT1092
18005120,PHI1002 3,PHI1002
18005120,PHY1100 10,PHY1100
18005135,MAT2318 1,MAT2318
18005135,MAT2406,MAT2406
18005135,MAT3539 2,MAT3539
18005135,PHY1100 12,PHY1100
18005139,GEO1050 6,GEO1050
18005139,MAT1091 5,MAT1091
18005139,MAT1101 4,MAT1101
18005182,CHE1057 2,CHE1057
18005182,EVS3242 1,EVS3242
18005182,EVS3287,EVS3287
18005226,MAT2301 1,MAT2301
18005242,MAT1101 7,MAT1101
18005242,PHY1103 15QTS,PHY1103 QTS
18005254,CHE1081 1,CHE1081
18005254,HIS1001 11,HIS1001
18005254,PHI1002 5,PHI1002
18005255,BIO2045 1,BIO2045
18005255,BIO2202 2,BIO2202
18005255,BIO3099,BIO3099
18005255,CHE1057 4,CHE1057
18005263,GEO1050 2,GEO1050
18005263,MAT1101 14,MAT1101
18005269,MAT1091 2,MAT1091
18005269,PHI1002 9,PHI1002
18005287,MAT2502 4CLCMTKHTT,MAT2502 CLCMTKHTT
18005287,MAT3535 CLCMTKHTT,MAT3535 CLCMTKHTT
18005287,MAT3539 1,MAT3539
18005314,MAT2403 3,MAT2403
18005314,MAT3452 2,MAT3452
18005314,MAT3539 2,MAT3539
18005320,MAT2306 2,MAT2306
18005320,MAT3533,MAT3533
18005320,MAT4073,MAT4073
18005327,BIO3201 3,BIO3201
18005327,MAT1192 3,MAT1192
18005329,MAT1092 3,MAT1092
18005336,HIS1056 4,HIS1056
18005336,MAT3535 CLCMTKHTT,MAT3535 CLCMTKHTT
18005366,CHE1080 2,CHE1080
18005366,HMO3204,HMO3204
18005366,MAT1091 8,MAT1091
18005366,PHY1100 11,PHY1100
18005375,MAT2318 1,MAT2318
18005375,MAT2406,MAT2406
18005375,MAT3533,MAT3533
18005375,MAT3539 2,MAT3539
18005398,CHE1081 6,CHE1081
18005398,MAT1091 2,MAT1091
18005403,MAT4072,MAT4072
18005420,MAT3539 1,MAT3539
18005436,MAT3525,MAT3525
18005436,MAT3539 2,MAT3539
18005443,PHY2306,PHY2306
18005463,BIO2088 1,BIO2088
18005463,BIO2210 6,BIO2210
18005463,BIO3098,BIO3098
18005463,BIO3303 1,BIO3303
18005513,MAT2303 4,MAT2303
18005513,MAT2317 3CLCMTKHTT,MAT2317 CLCMTKHTT
18005513,MAT3514 1,MAT3514
18005513,MAT4073,MAT4073
18005525,BIO3178 2CLCCNS,BIO3178 CLCCNS
18005525,BIO3301 2CLCCNS,BIO3301 CLCCNS
18005525,PHY1100 12,PHY1100
18005538,MAT2403 1,MAT2403
18005538,MAT3452 1,MAT3452
18005538,MAT3525,MAT3525
18005556,BIO2400E 6CLCCNS,BIO2400E CLCCNS
18005556,BIO2403E 5CLCCNS,BIO2403E CLCCNS
18005556,BIO3182 2CLCCNS,BIO3182 CLCCNS
18005556,BIO3330 CLCCNS,BIO3330 CLCCNS
18005556,BIO3802E 2CLCCNS,BIO3802E CLCCNS
18005563,PHY2306,PHY2306
18005563,PHY3167 2,PHY3167
18005563,PHY3302,PHY3302
18005570,MAT2314,MAT2314
18005570,MAT4072,MAT4072
18005580,PHY1108 4,PHY1108
18005580,PHY2302 6,PHY2302
18005580,PHY2306,PHY2306
18005600,CHE1057 2,CHE1057
18005600,MAT1090 1,MAT1090
18005600,MAT1091 4,MAT1091
18005600,MAT1192 4,MAT1192
18005622,EVS3245 1,EVS3245
18005634,MAT4072,MAT4072
18005669,MAT3452 2,MAT3452
18005669,MAT3533,MAT3533
18005687,CHE1067 3,CHE1067
18005687,MAT1090 2,MAT1090
18005705,BIO2210 2,BIO2210
18005710,CHE1075E 1CLCHD,CHE1075E CLCHD
18005719,HIS1056 10,HIS1056
18005719,MAT2308,MAT2308
18005719,MAT4072,MAT4072
18005721,PHY2304 2,PHY2304
18005756,MAT3539 2,MAT3539
18005756,MAT4073,MAT4073
18005770,MAT2403 4CLCMTKHTT,MAT2403 CLCMTKHTT
18005770,MAT3517E 2CLCMTKHTT,MAT3517E CLCMTKHTT
18005770,MAT3551E 1CLCMTKHTT,MAT3551E CLCMTKHTT
18005783,MAT1091 1,MAT1091
18005783,MAT1092 3,MAT1092
18005811,CHE1080 3,CHE1080
18005811,PHI1002 7,PHI1002
18005811,PHY1103 7,PHY1103
18005811,PHY2302 4,PHY2302
18005811,PHY2306,PHY2306
18005815,MAT1092 7,MAT1092
18005829,MAT2411E 1CLCMTKHTT,MAT2411E CLCMTKHTT
18005829,MAT3500 3CLCMTKHTT,MAT3500 CLCMTKHTT
18005829,MAT3562E 1CLCMTKHTT,MAT3562E CLCMTKHTT
18005833,HIS1001 8,HIS1001
18005833,PHI1002 12,PHI1002
18005857,BIO3201 2,BIO3201
18005880,MAT3533,MAT3533
18005880,POL1001 1,POL1001
18005893,CHE1057 3,CHE1057
18005893,EVS4071 6,EVS4071
18005893,MAT1092 5,MAT1092
18005893,MAT1101 1,MAT1101
18005893,PHY1100 4,PHY1100
18005895,BIO3263 TNS,BIO3263 TNS
18005895,MAT1259 TNS,MAT1259 TNS
18005895,POL1001 10,POL1001
