MSV,classCode,subjectCode
20004824,GEO3400,GEO3400
20004824,GEO3403,GEO3403
20004824,HIS1001 2,HIS1001
20004824,MAT1101 4,MAT1101
20004824,POL1001 1,POL1001
20004826,HIS1001 1,HIS1001
20004826,HIS1001 11,HIS1001
20004826,MAT2308,MAT2308
20004826,MAT2310,MAT2310
20004826,MAT3300 1,MAT3300
20004826,MAT3305,MAT3305
20004826,MAT3344 2,MAT3344
20004826,PHY2206 1,PHY2206
20004826,PHY2304 4,PHY2304
20004826,PHY2310,PHY2310
20004828,BIO3262 1TNS,BIO3262 TNS
20004828,BIO3373 1TNS,BIO3373 TNS
20004828,BIO3504 1TNS,BIO3504 TNS
20004828,HIS1001 3,HIS1001
20004828,MAT1101 1,MAT1101
20004828,MAT1259 TNS,MAT1259 TNS
20004828,PHI1002 4,PHI1002
20004828,PHY2206 2,PHY2206
20004828,PHY2304 4,PHY2304
20004828,PHY2310,PHY2310
20004828,PHY3301 2,PHY3301
20004836,CHE1091 1,CHE1091
20004836,CHE2018,CHE2018
20004836,CHE2021,CHE2021
20004836,CHE3300 2,CHE3300
20004836,HIS1001 6,HIS1001
20004836,POL1001 6,POL1001
20004839,GEO2319,GEO2319
20004839,GEO2320 2,GEO2320
20004839,GEO3263,GEO3263
20004839,GEO3265,GEO3265
20004839,GEO3266,GEO3266
20004839,GEO3304,GEO3304
20004839,GEO3305,GEO3305
20004839,MAT1101 13,MAT1101
20004839,MAT1192 4,MAT1192
20004839,PHI1002 2,PHI1002
20004839,PHY1100 11,PHY1100
20004839,PHY1103 1,PHY1103
20004840,CHE1075E 1CLCHD,CHE1075E CLCHD
20004840,CHE2114E 1CLCHD,CHE2114E CLCHD
20004840,CHE3300 3CLCHD,CHE3300 CLCHD
20004840,CHE3302 1CLCHD,CHE3302 CLCHD
20004840,PHI1002 2,PHI1002
20004840,PHY1100 10,PHY1100
20004854,BIO2203 1,BIO2203
20004854,BIO2204 1,BIO2204
20004854,POL1001 5,POL1001
20004868,HIS1001 4,HIS1001
20004868,MAT2318 1,MAT2318
20004868,PHI1002 6,PHI1002
20004868,PHY2304 7,PHY2304
20004868,PHY2502 1,PHY2502
20004868,PHY3609 1,PHY3609
20004868,PHY3624 2,PHY3624
20004886,HIS1001 7,HIS1001
20004886,PHY2206 3,PHY2206
20004886,PHY2304 5,PHY2304
20004886,PHY2310,PHY2310
20004886,POL1001 4,POL1001
20004889,HIS1001 5,HIS1001
20004889,HMO2201,HMO2201
20004889,HMO3181,HMO3181
20004889,HMO3302,HMO3302
20004889,HMO3303,HMO3303
20004889,HMO3312,HMO3312
20004889,PHI1002 9,PHI1002
20004890,CHE1084,CHE1084
20004890,CHE1090,CHE1090
20004890,CHE1091 1,CHE1091
20004890,POL1001 8,POL1001
20004898,BIO3190,BIO3190
20004898,BIO3191,BIO3191
20004898,CHE1081 4,CHE1081
20004898,EVF2007 1,EVF2007
20004898,EVF2032,EVF2032
20004898,EVS4071 6,EVS4071
20004898,POL1001 11,POL1001
20004899,CHE1052,CHE1052
20004899,CHE1090,CHE1090
20004899,MAT1092 7,MAT1092
20004899,PHI1002 5,PHI1002
20004899,POL1001 12,POL1001
20004905,CHE1052,CHE1052
20004905,CHE1079,CHE1079
20004905,CHE1091 1,CHE1091
20004905,CHE2018,CHE2018
20004905,CHE2021,CHE2021
20004908,MAT2403 4CLCMTKHTT,MAT2403 CLCMTKHTT
20004908,MAT3517E 2CLCMTKHTT,MAT3517E CLCMTKHTT
20004908,MAT3551E 4CLCMTKHTT,MAT3551E CLCMTKHTT
20004908,PHY1020 4CTĐB,PHY1020 CTĐB
20004913,BIO2202 1,BIO2202
20004913,BIO2203 5,BIO2203
20004913,BIO3258 1,BIO3258
20004913,GEO3400,GEO3400
20004913,GEO3403,GEO3403
20004913,HIS1001 9,HIS1001
20004913,HIS1056 4,HIS1056
20004913,MAT1101 3,MAT1101
20004913,PHI1002 1,PHI1002
20004913,PHY1103 12,PHY1103
20004913,POL1001 6,POL1001
20004922,EVS2301 2,EVS2301
20004922,HIS1056 10,HIS1056
20004922,MAT1101 14,MAT1101
20004922,PHI1002 7,PHI1002
20004926,MAT2403 4CLCMTKHTT,MAT2403 CLCMTKHTT
20004926,MAT3517E 1CLCMTKHTT,MAT3517E CLCMTKHTT
20004926,MAT3551E 3CLCMTKHTT,MAT3551E CLCMTKHTT
20004926,PHI1002 3,PHI1002
20004934,HIS1001 7,HIS1001
20004934,PHY2304 7,PHY2304
20004934,PHY3302,PHY3302
20004934,PHY3314,PHY3314
20004936,GEO3119,GEO3119
20004936,GEO3119,GEO3119
20004936,GEO3360,GEO3360
20004936,GEO3360,GEO3360
20004936,HIS1001 6,HIS1001
20004936,MAT1090 1,MAT1090
20004936,MAT1101 1,MAT1101
20004936,PHY1103 5,PHY1103
20004936,POL1001 11,POL1001
20004936,POL1001 6,POL1001
20004945,GEO3263,GEO3263
20004945,GEO3266,GEO3266
20004945,GEO3304,GEO3304
20004945,GEO3305,GEO3305
20004945,HIS1001 5,HIS1001
20004945,POL1001 8,POL1001
20004949,CHE1091 1,CHE1091
20004949,CHE2018,CHE2018
20004949,CHE2021,CHE2021
20004949,HIS1001 9,HIS1001
20004949,POL1001 7,POL1001
20004959,HIS1001 3,HIS1001
20004959,PHY2206 1,PHY2206
20004959,PHY2304 4,PHY2304
20004959,PHY2310,PHY2310
20004959,PHY3301 1,PHY3301
20004962,HIS1001 5,HIS1001
20004962,PHY1113 1,PHY1113
20004962,PHY2304 4,PHY2304
20004962,PHY3301 2,PHY3301
20004969,CHE1090,CHE1090
20004969,CHE1091 1,CHE1091
20004969,CHE3300 1,CHE3300
20004969,HIS1001 6,HIS1001
20004969,PHI1002 7,PHI1002
20004969,POL1001 8,POL1001
20004979,CHE1075E 1CLCHD,CHE1075E CLCHD
20004979,CHE2114E 1CLCHD,CHE2114E CLCHD
20004979,CHE3300 3CLCHD,CHE3300 CLCHD
20004979,CHE3302 1CLCHD,CHE3302 CLCHD
20004979,PHI1002 2,PHI1002
20004979,POL1001 5,POL1001
20004987,BIO2203 6,BIO2203
20004987,CHE1081 10,CHE1081
20004987,PHI1002 1,PHI1002
20004987,POL1001 12,POL1001
20004989,HIS1001 3,HIS1001
20004989,HMO2201,HMO2201
20004989,HMO3178,HMO3178
20004989,HMO3507,HMO3507
20004989,HMO3521,HMO3521
20004990,EVS2301 1,EVS2301
20004990,EVS3241,EVS3241
20004990,EVS3250 1,EVS3250
20004990,EVS4071 1,EVS4071
20004996,HIS1001 8,HIS1001
20004996,MAT2308,MAT2308
20004996,MAT2310,MAT2310
20004996,MAT3300 1,MAT3300
20004996,MAT3305,MAT3305
20004996,MAT3344 2,MAT3344
20004996,POL1001 4,POL1001
20005008,EVS2302 1,EVS2302
20005008,EVS3241,EVS3241
20005008,EVS3250 2,EVS3250
20005008,EVS4071 3,EVS4071
20005008,HIS1056 3,HIS1056
20005016,GEO3119,GEO3119
20005016,GEO3360,GEO3360
20005016,MAT1101 1,MAT1101
20005016,POL1001 11,POL1001
20005017,MAT2314,MAT2314
20005017,MAT2406,MAT2406
20005017,MAT3365,MAT3365
20005017,MAT3507,MAT3507
20005017,MAT3539 2,MAT3539
20005034,GEO2025,GEO2025
20005034,GEO3263,GEO3263
20005034,GEO3304,GEO3304
20005034,GEO3305,GEO3305
20005034,MAT1101 4,MAT1101
20005034,PHI1002 11,PHI1002
20005040,MAT2314,MAT2314
20005040,MAT2406,MAT2406
20005040,MAT3507,MAT3507
20005045,HIS1001 3,HIS1001
20005045,MAT2403 5CLCMTKHTT,MAT2403 CLCMTKHTT
20005045,MAT3517E 1CLCMTKHTT,MAT3517E CLCMTKHTT
20005045,MAT3551E 1CLCMTKHTT,MAT3551E CLCMTKHTT
20005045,PHY1103 1,PHY1103
20005053,BIO3190,BIO3190
20005053,BIO3191,BIO3191
20005053,EVF2007 1,EVF2007
20005053,EVF2032,EVF2032
20005053,EVS4071 5,EVS4071
20005054,HIS1001 11,HIS1001
20005054,HIS1001 8,HIS1001
20005054,MAT2308,MAT2308
20005054,MAT2310,MAT2310
20005054,MAT2403 3,MAT2403
20005054,MAT3300 1,MAT3300
20005054,MAT3305,MAT3305
20005054,MAT3344 2,MAT3344
20005054,MAT3373,MAT3373
20005054,MAT3452 1,MAT3452
20005054,MAT3514 2,MAT3514
20005054,PHY1100 2,PHY1100
20005054,POL1001 1,POL1001
20005055,CHE1080 1,CHE1080
20005055,EVS3242 3,EVS3242
20005055,EVS3453,EVS3453
20005055,EVS3455,EVS3455
20005055,PHI1002 5,PHI1002
20005055,PHY1103 10,PHY1103
20005059,GEO2319,GEO2319
20005059,GEO3263,GEO3263
20005059,GEO3266,GEO3266
20005059,GEO3305,GEO3305
20005059,HIS1001 6,HIS1001
20005059,MAT1101 9,MAT1101
20005059,PHY1100 7,PHY1100
20005059,PHY1103 1,PHY1103
20005061,HIS1001 6,HIS1001
20005061,PHY2502 2,PHY2502
20005061,PHY3302,PHY3302
20005061,PHY3609 2,PHY3609
20005061,PHY3624 2,PHY3624
20005066,CHE1079E CLCCNH,CHE1079E CLCCNH
20005066,CHE1091 8CLCCNH,CHE1091 CLCCNH
20005066,CHE1129 CLCCNH,CHE1129 CLCCNH
20005066,CHE2021 2CLCCNH,CHE2021 CLCCNH
20005066,GEO1050 6,GEO1050
20005066,HIS1001 6,HIS1001
20005066,PHI1002 11,PHI1002
20005069,BIO2127 1CLCCNS,BIO2127 CLCCNS
20005069,BIO2400E 4CLCCNS,BIO2400E CLCCNS
20005069,BIO3182 1CLCCNS,BIO3182 CLCCNS
20005069,BIO3356 3CLCCNS,BIO3356 CLCCNS
20005069,BIO3803E 3CLCCNS,BIO3803E CLCCNS
20005069,CHE1057 6CLCCNS,CHE1057 CLCCNS
20005069,GEO1050 3,GEO1050
20005069,POL1001 8,POL1001
20005072,CHE1091 1,CHE1091
20005072,CHE2018,CHE2018
20005072,CHE3300 2,CHE3300
20005072,HIS1001 6,HIS1001
20005072,PHY1100 11,PHY1100
20005072,POL1001 6,POL1001
20005076,MAT2403 4CLCMTKHTT,MAT2403 CLCMTKHTT
20005076,MAT3500 3CLCMTKHTT,MAT3500 CLCMTKHTT
20005076,MAT3517E 2CLCMTKHTT,MAT3517E CLCMTKHTT
20005076,MAT3551E 3CLCMTKHTT,MAT3551E CLCMTKHTT
20005076,PHY1100 9,PHY1100
20005079,EVS2302 4,EVS2302
20005079,GEO2059 2,GEO2059
20005079,GLO2056,GLO2056
20005079,GLO2099 1,GLO2099
20005079,PHY1103 12,PHY1103
20005079,POL1001 7,POL1001
20005083,EVS2302 3,EVS2302
20005083,GEO2059 2,GEO2059
20005083,GLO2056,GLO2056
20005083,GLO2099 1,GLO2099
20005083,HIS1001 7,HIS1001
20005083,PHY1108 4,PHY1108
20005083,PHY2502 2,PHY2502
20005083,PHY3609 2,PHY3609
20005083,PHY3624 1,PHY3624
20005102,BIO3190,BIO3190
20005102,BIO3191,BIO3191
20005102,BIO3262 1TNS,BIO3262 TNS
20005102,BIO3373 1TNS,BIO3373 TNS
20005102,BIO3504 1TNS,BIO3504 TNS
20005102,EVF2007 1,EVF2007
20005102,EVF2032,EVF2032
20005102,HIS1001 11,HIS1001
20005102,HIS1001 3,HIS1001
20005102,MAT1091 10,MAT1091
20005102,MAT1101 1,MAT1101
20005102,MAT1259 TNS,MAT1259 TNS
20005102,POL1001 6,POL1001
20005105,CHE1048,CHE1048
20005105,CHE1084,CHE1084
20005105,CHE1091 1,CHE1091
20005105,PHI1002 8,PHI1002
20005106,BIO2203 2,BIO2203
20005106,BIO2204 3,BIO2204
20005106,HIS1001 10,HIS1001
20005106,POL1001 2,POL1001
20005107,MAT2403 3,MAT2403
20005107,MAT3506,MAT3506
20005107,MAT3514 1,MAT3514
20005107,PHI1002 6,PHI1002
20005108,EVS2302 4,EVS2302
20005108,GEO1050 4,GEO1050
20005108,GEO2059 2,GEO2059
20005108,GLO2056,GLO2056
20005108,GLO2099 1,GLO2099
20005120,CHE1048,CHE1048
20005120,CHE1079,CHE1079
20005120,CHE1083,CHE1083
20005120,CHE1084,CHE1084
20005120,CHE1090,CHE1090
20005120,CHE1091 1,CHE1091
20005133,HIS1001 2,HIS1001
20005133,MAT2403 3,MAT2403
20005133,MAT2502 2,MAT2502
20005133,MAT3506,MAT3506
20005135,BIO2202 3,BIO2202
20005135,BIO2203 2,BIO2203
20005135,BIO2204 3,BIO2204
20005135,HIS1001 3,HIS1001
20005135,MAT2403 1,MAT2403
20005135,MAT3507,MAT3507
20005135,MAT3514 1,MAT3514
20005135,PHI1002 6,PHI1002
20005135,PHY1020 2,PHY1020
20005135,POL1001 2,POL1001
20005136,HIS1001 7,HIS1001
20005136,PHY2304 6,PHY2304
20005136,PHY2502 1,PHY2502
20005136,PHY3302,PHY3302
20005136,PHY3609 1,PHY3609
20005136,PHY3624 1,PHY3624
20005143,BIO2202 5,BIO2202
20005143,BIO3190,BIO3190
20005143,BIO3191,BIO3191
20005143,EVF2007 1,EVF2007
20005143,EVF2032,EVF2032
20005143,EVS4071 6,EVS4071
20005143,HIS1001 11,HIS1001
20005182,EVS2301 2,EVS2301
20005182,EVS3242 1,EVS3242
20005182,EVS3453,EVS3453
20005182,EVS3455,EVS3455
20005182,PHI1002 7,PHI1002
20005182,PHY1103 3,PHY1103
20005211,HIS1001 2,HIS1001
20005211,PHY2304 6,PHY2304
20005211,PHY2502 2,PHY2502
20005211,PHY3302,PHY3302
20005211,PHY3609 2,PHY3609
20005211,PHY3624 1,PHY3624
20005226,CHE1079,CHE1079
20005226,CHE1091 1,CHE1091
20005226,CHE2018,CHE2018
20005226,CHE2021,CHE2021
20005226,PHI1002 12,PHI1002
20005226,POL1001 9,POL1001
20005238,EVS3241 2CLCKHMT,EVS3241 CLCKHMT
20005238,EVS3242 2,EVS3242
20005238,EVS3248,EVS3248
20005238,EVS4071 7CLCKHMT,EVS4071 CLCKHMT
20005254,EVS2109,EVS2109
20005254,EVS2301 2,EVS2301
20005254,EVS3242 3,EVS3242
20005254,EVS3453,EVS3453
20005254,EVS3455,EVS3455
20005254,HIS1001 9,HIS1001
20005263,MAT2314,MAT2314
20005263,MAT2406,MAT2406
20005263,MAT3365,MAT3365
20005263,MAT3507,MAT3507
20005263,MAT3514 2,MAT3514
20005263,PHI1002 3,PHI1002
20005263,PHY1100 12,PHY1100
20005263,PHY1103 11,PHY1103
20005275,MAT2403 5CLCMTKHTT,MAT2403 CLCMTKHTT
20005275,MAT3373E 2CLCMTKHTT,MAT3373E CLCMTKHTT
20005275,MAT3517E 1CLCMTKHTT,MAT3517E CLCMTKHTT
20005275,MAT3551E 4CLCMTKHTT,MAT3551E CLCMTKHTT
20005275,PHI1002 4,PHI1002
20005287,BIO2092,BIO2092
20005287,BIO2203 3,BIO2203
20005287,BIO3258 3,BIO3258
20005287,CHE1081 10,CHE1081
20005287,MAT1090 1,MAT1090
20005287,MAT1101 9,MAT1101
20005287,PHI1002 12,PHI1002
20005287,POL1001 10,POL1001
20005294,MAT2407 2,MAT2407
20005294,MAT3373,MAT3373
20005294,MAT3507,MAT3507
20005294,PHI1002 4,PHI1002
20005299,GEO1050 2,GEO1050
20005299,HIS1001 1,HIS1001
20005299,MAT2403 2,MAT2403
20005299,MAT3506,MAT3506
20005299,MAT3514 1,MAT3514
20005299,POL1001 9,POL1001
20005301,CHE1075E 2CLCHD,CHE1075E CLCHD
20005301,CHE2114E 1CLCHD,CHE2114E CLCHD
20005301,CHE3300 4CLCHD,CHE3300 CLCHD
20005301,CHE3302 2CLCHD,CHE3302 CLCHD
20005302,GEO3400,GEO3400
20005302,GEO3403,GEO3403
20005302,HIS1001 3,HIS1001
20005302,MAT1101 3,MAT1101
20005302,PHI1002 1,PHI1002
20005302,POL1001 1,POL1001
20005311,PHI1002 4,PHI1002
20005311,PHY2206 3,PHY2206
20005311,PHY2304 4,PHY2304
20005311,PHY2310,PHY2310
20005311,POL1001 11,POL1001
20005314,BIO2203 2,BIO2203
20005314,BIO2204 3,BIO2204
20005314,HIS1001 7,HIS1001
20005314,MAT1101 9,MAT1101
20005314,POL1001 10,POL1001
20005320,CHE1081 10,CHE1081
20005320,HIS1056 10,HIS1056
20005320,MAT1090 1,MAT1090
20005320,MAT1101 3,MAT1101
20005320,MAT1192 4,MAT1192
20005320,PHI1002 8,PHI1002
20005320,PHY1103 1,PHY1103
20005334,BIO2400E 4CLCCNS,BIO2400E CLCCNS
20005334,BIO3182 5CLCCNS,BIO3182 CLCCNS
20005334,BIO3356 2CLCCNS,BIO3356 CLCCNS
20005334,BIO3803E 6CLCCNS,BIO3803E CLCCNS
20005334,CHE1057 6CLCCNS,CHE1057 CLCCNS
20005334,GEO1050 2,GEO1050
20005334,POL1001 6,POL1001
20005336,BIO2203 3,BIO2203
20005336,BIO2206 1,BIO2206
20005336,CHE1081 1,CHE1081
20005336,HIS1001 12,HIS1001
20005336,MAT1101 11,MAT1101
20005336,PHI1002 10,PHI1002
20005337,PHY2004 2QTL,PHY2004 QTL
20005337,PHY2304E QTL,PHY2304E QTL
20005337,PHY3163 2QTL,PHY3163 QTL
20005337,PHY3605E QTL,PHY3605E QTL
20005339,MAT2314,MAT2314
20005339,MAT2406,MAT2406
20005339,MAT3365,MAT3365
20005339,MAT3507,MAT3507
20005339,POL1001 5,POL1001
20005354,HIS1001 5,HIS1001
20005354,MAT2403 1,MAT2403
20005354,MAT3507,MAT3507
20005354,PHY1103 7,PHY1103
20005366,CHE1075E 1CLCHD,CHE1075E CLCHD
20005366,CHE3300 3CLCHD,CHE3300 CLCHD
20005366,CHE3302 1CLCHD,CHE3302 CLCHD
20005366,HIS1056 5,HIS1056
20005366,PHI1002 2,PHI1002
20005372,BIO2400E 5CLCCNS,BIO2400E CLCCNS
20005372,BIO3302E 1CLCCNS,BIO3302E CLCCNS
20005372,BIO3803E 6CLCCNS,BIO3803E CLCCNS
20005372,CHE1057 5CLCCNS,CHE1057 CLCCNS
20005372,GEO1050 1,GEO1050
20005375,BIO2201 2,BIO2201
20005375,BIO2202 1,BIO2202
20005375,BIO2203 4,BIO2203
20005375,BIO2204 1,BIO2204
20005375,BIO2206 2,BIO2206
20005375,BIO3252 1,BIO3252
20005375,BIO3303 2,BIO3303
20005384,MAT1090 1,MAT1090
20005384,MAT1091 10,MAT1091
20005384,MAT1101 14,MAT1101
20005384,MAT2407 2,MAT2407
20005384,MAT3500 3CLCMTKHTT,MAT3500 CLCMTKHTT
20005385,BIO3190,BIO3190
20005385,BIO3191,BIO3191
20005385,EVF2007 1,EVF2007
20005385,EVF2032,EVF2032
20005385,MAT1101 5,MAT1101
20005385,POL1001 1,POL1001
20005397,CHE1079E CLCCNH,CHE1079E CLCCNH
20005397,CHE1091 8CLCCNH,CHE1091 CLCCNH
20005397,CHE1129 CLCCNH,CHE1129 CLCCNH
20005397,CHE2021 2CLCCNH,CHE2021 CLCCNH
20005397,GEO1050 1,GEO1050
20005397,POL1001 3,POL1001
20005403,CHE1052,CHE1052
20005403,CHE1075,CHE1075
20005403,CHE1084,CHE1084
20005403,CHE1090,CHE1090
20005403,HIS1001 2,HIS1001
20005412,HMO2201,HMO2201
20005412,HMO3181,HMO3181
20005412,HMO3302,HMO3302
20005412,HMO3303,HMO3303
20005412,HMO3311,HMO3311
20005412,HMO3312,HMO3312
20005412,PHI1002 11,PHI1002
20005414,CHE1083,CHE1083
20005414,CHE1090,CHE1090
20005414,HIS1001 7,HIS1001
20005414,MAT1101 9,MAT1101
20005414,PHI1002 8,PHI1002
20005420,BIO3201 3,BIO3201
20005420,BIO3258 1,BIO3258
20005420,BIO3262 1TNS,BIO3262 TNS
20005420,BIO3373 2TNS,BIO3373 TNS
20005420,BIO3504 2TNS,BIO3504 TNS
20005420,GEO1050 3,GEO1050
20005420,GEO1050 6,GEO1050
20005420,HIS1001 11,HIS1001
20005420,HIS1001 3,HIS1001
20005420,HIS1001 7,HIS1001
20005420,MAT1092 5,MAT1092
20005420,MAT1101 1,MAT1101
20005420,MAT1101 1,MAT1101
20005420,MAT1259 TNS,MAT1259 TNS
20005420,MAT2314,MAT2314
20005420,MAT2406,MAT2406
20005420,MAT3507,MAT3507
20005420,POL1001 10,POL1001
20005436,BIO2045 2,BIO2045
20005436,BIO2204 3,BIO2204
20005436,HIS1001 10,HIS1001
20005436,MAT1192 4,MAT1192
20005436,POL1001 2,POL1001
20005458,EVS2301 1,EVS2301
20005458,EVS3241,EVS3241
20005458,EVS3250 1,EVS3250
20005458,EVS4071 3,EVS4071
20005458,HIS1001 4,HIS1001
20005461,BIO3190,BIO3190
20005461,BIO3191,BIO3191
20005461,EVF2007 1,EVF2007
20005461,EVF2032,EVF2032
20005461,EVS4071 6,EVS4071
20005461,HIS1001 12,HIS1001
20005461,PHY1103 6,PHY1103
20005472,HIS1001 1,HIS1001
20005472,MAT2303 2,MAT2303
20005472,MAT3506,MAT3506
20005472,MAT3514 1,MAT3514
20005481,PHI1002 1,PHI1002
20005481,PHY2304 7,PHY2304
20005481,PHY2502 2,PHY2502
20005481,PHY3302,PHY3302
20005481,PHY3609 1,PHY3609
20005481,PHY3624 2,PHY3624
20005484,CHE1079E CLCCNH,CHE1079E CLCCNH
20005484,CHE1091 8CLCCNH,CHE1091 CLCCNH
20005484,CHE1129 CLCCNH,CHE1129 CLCCNH
20005484,CHE2021 2CLCCNH,CHE2021 CLCCNH
20005484,PHI1002 4,PHI1002
20005500,CHE1057 5CLCCNS,CHE1057 CLCCNS
20005500,CHE1075E 1CLCHD,CHE1075E CLCHD
20005500,CHE2114E 2CLCHD,CHE2114E CLCHD
20005500,CHE3300 4CLCHD,CHE3300 CLCHD
20005500,CHE3302 1CLCHD,CHE3302 CLCHD
20005500,HIS1001 1,HIS1001
20005500,PHI1002 2,PHI1002
20005503,HIS1001 3,HIS1001
20005503,PHY1108 5,PHY1108
20005503,PHY2004,PHY2004
20005503,PHY2302 5,PHY2302
20005503,PHY2304 3,PHY2304
20005503,PHY3163,PHY3163
20005503,PHY3301 2,PHY3301
20005510,EVS3241,EVS3241
20005510,EVS3250 1,EVS3250
20005510,EVS4071 1,EVS4071
20005510,HIS1001 1,HIS1001
20005510,POL1001 8,POL1001
20005511,MAT2403 2,MAT2403
20005511,MAT3506,MAT3506
20005511,MAT3514 1,MAT3514
20005511,POL1001 12,POL1001
20005520,CHE1048,CHE1048
20005520,CHE1084,CHE1084
20005520,CHE2114,CHE2114
20005524,EVS2301 2,EVS2301
20005524,EVS3242 3,EVS3242
20005524,EVS3453,EVS3453
20005524,EVS3455,EVS3455
20005524,HIS1001 4,HIS1001
20005525,HIS1001 7,HIS1001
20005525,PHY2206 3,PHY2206
20005525,PHY2302 4,PHY2302
20005525,PHY2304 5,PHY2304
20005525,PHY2304 7,PHY2304
20005525,PHY2310,PHY2310
20005525,PHY3314,PHY3314
20005530,BIO2045 1,BIO2045
20005530,BIO2203 4,BIO2203
20005530,BIO2204 2,BIO2204
20005530,PHI1002 9,PHI1002
20005538,BIO2045 2,BIO2045
20005538,BIO2203 4,BIO2203
20005538,BIO2204 4,BIO2204
20005538,BIO2206 2,BIO2206
20005538,MAT2317 4CLCMTKHTT,MAT2317 CLCMTKHTT
20005538,MAT2403 5CLCMTKHTT,MAT2403 CLCMTKHTT
20005538,MAT3551E 3CLCMTKHTT,MAT3551E CLCMTKHTT
20005538,PHI1002 2,PHI1002
20005538,POL1001 10,POL1001
20005538,POL1001 3,POL1001
20005550,BIO2400E 5CLCCNS,BIO2400E CLCCNS
20005550,BIO3182 3CLCCNS,BIO3182 CLCCNS
20005550,BIO3356 1CLCCNS,BIO3356 CLCCNS
20005550,BIO3803E 1CLCCNS,BIO3803E CLCCNS
20005550,CHE1057 5CLCCNS,CHE1057 CLCCNS
20005550,PHI1002 11,PHI1002
20005550,POL1001 1,POL1001
20005553,HIS1001 7,HIS1001
20005553,MAT2314,MAT2314
20005553,MAT2406,MAT2406
20005553,MAT3365,MAT3365
20005553,MAT3507,MAT3507
20005553,POL1001 3,POL1001
20005563,CHE1080 4,CHE1080
20005563,HIS1001 3,HIS1001
20005563,PHI1002 12,PHI1002
20005563,PHY2004 2QTL,PHY2004 QTL
20005563,PHY2304E QTL,PHY2304E QTL
20005563,PHY3163 2QTL,PHY3163 QTL
20005563,PHY3605E QTL,PHY3605E QTL
20005570,CHE1079,CHE1079
20005570,CHE1091 1,CHE1091
20005570,CHE2018,CHE2018
20005570,POL1001 9,POL1001
20005576,PHY1108 1,PHY1108
20005576,PHY2502 2,PHY2502
20005576,PHY3302,PHY3302
20005576,PHY3609 1,PHY3609
20005576,PHY3624 1,PHY3624
20005579,CHE1080 4,CHE1080
20005579,EVS2302 4,EVS2302
20005579,GEO2059 2,GEO2059
20005579,GLO2056,GLO2056
20005579,GLO2099 1,GLO2099
20005579,HIS1001 11,HIS1001
20005579,HIS1056 1,HIS1056
20005579,MAT1091 8,MAT1091
20005580,PHY2304 1,PHY2304
20005580,PHY3163,PHY3163
20005583,GEO2300 1,GEO2300
20005583,GEO3400,GEO3400
20005583,GEO3403,GEO3403
20005583,MAT1101 7,MAT1101
20005583,PHI1002 3,PHI1002
20005596,HIS1001 11,HIS1001
20005596,PHY2304 3,PHY2304
20005596,PHY3314,PHY3314
20005596,POL1001 12,POL1001
20005603,BIO2400E 4CLCCNS,BIO2400E CLCCNS
20005603,BIO3182 6CLCCNS,BIO3182 CLCCNS
20005603,BIO3356 4CLCCNS,BIO3356 CLCCNS
20005603,BIO3803E 4CLCCNS,BIO3803E CLCCNS
20005603,CHE1057 6CLCCNS,CHE1057 CLCCNS
20005603,POL1001 7,POL1001
20005612,MAT2403 1,MAT2403
20005612,MAT2502 7,MAT2502
20005612,MAT3373,MAT3373
20005612,MAT3514 2,MAT3514
20005612,PHI1002 5,PHI1002
20005622,CHE1080 2,CHE1080
20005622,HIS1001 7,HIS1001
20005622,PHI1002 8,PHI1002
20005622,PHY1108 2,PHY1108
20005622,PHY2304 2,PHY2304
20005622,POL1001 8,POL1001
20005623,HIS1056 2,HIS1056
20005623,PHY2206 2,PHY2206
20005623,PHY2304 5,PHY2304
20005623,PHY3301 1,PHY3301
20005624,PHI1002 12,PHI1002
20005624,PHY2004,PHY2004
20005624,PHY2304 1,PHY2304
20005624,PHY3163,PHY3163
20005624,PHY3301 2,PHY3301
20005624,POL1001 6,POL1001
20005634,CHE1065,CHE1065
20005634,MAT1092 3,MAT1092
20005634,MAT1101 10,MAT1101
20005634,PHI1002 10,PHI1002
20005634,PHY1103 1,PHY1103
20005652,EVS2302 4,EVS2302
20005652,GEO2059 2,GEO2059
20005652,GLO2056,GLO2056
20005652,GLO2099 1,GLO2099
20005652,HIS1001 7,HIS1001
20005663,BIO3190,BIO3190
20005663,BIO3191,BIO3191
20005663,EVF2007 1,EVF2007
20005663,EVF2032,EVF2032
20005663,EVS4071 5,EVS4071
20005663,HIS1001 5,HIS1001
20005663,PHY1103 7,PHY1103
20005663,POL1001 9,POL1001
20005667,MAT2403 5CLCMTKHTT,MAT2403 CLCMTKHTT
20005667,MAT3517E 2CLCMTKHTT,MAT3517E CLCMTKHTT
20005667,MAT3551E 3CLCMTKHTT,MAT3551E CLCMTKHTT
20005667,PHY1103 14CLCMTKHTT,PHY1103 CLCMTKHTT
20005669,GEO2319,GEO2319
20005669,GEO2320 2,GEO2320
20005669,GEO3263,GEO3263
20005669,GEO3265,GEO3265
20005669,GEO3266,GEO3266
20005669,GEO3269,GEO3269
20005669,GEO3270,GEO3270
20005669,GEO3304,GEO3304
20005669,GEO3305,GEO3305
20005675,GEO3400,GEO3400
20005675,GEO3403,GEO3403
20005675,HIS1001 4,HIS1001
20005675,HIS1056 9,HIS1056
20005675,MAT1101 4,MAT1101
