classCode,MSVList,numberStudents
MAT1092 2,"[21009438, 21003556, 21000259, 21005950, 21002697, 21007283, 18006702, 21002880, 21006411, 18007359, 21009892, 19009731, 21001974, 21003451, 21001478, 21007723, 18008990, 21004397, 21001550, 21004691, 21005510, 21007240, 21008761, 20001423, 21009072, 21000758, 21009194, 21006218, 21000847, 21003874, 21001513, 20006362, 20007535, 21006493, 17005657, 17004045, 19008097, 21005316, 21007545, 21000013, 21006213, 21004495, 21003212, 17008272, 21000455, 21004045, 20004803, 21008197, 21003804, 21005055]",50
MAT1092 3,"[21007345, 21004936, 21003641, 21000527, 21001540, 21009066, 17009699, 21002045, 16008485, 21008686, 20005634, 19008947, 21009962, 21007034, 20000929, 18009051, 21004945, 16007791, 17005636, 21000582, 18000665, 18005329, 20003412, 21009787, 21008031, 21001038, 21005795, 21002246, 21003053, 19008142, 18007575, 21009056, 17007807, 21009894, 21009238, 21009485, 21005756, 21004989, 21005513, 21005008, 18008002, 18001317, 21005072, 21006889, 21003067, 16000260, 21000150, 21007123, 21003871, 21008662, 21006304, 17009958, 21004366, 18008763, 21002133, 18005783, 21000894, 21007156, 21006129, 21008129, 21004828, 20006493, 21006074, 21009156, 21000329, 21003227, 21006062, 21001016, 21006606]",69
MAT1092 5,"[20007457, 21005780, 17001723, 21003085, 19002302, 21004748, 21001925, 21009158, 21001008, 19000320, 19000445, 21007626, 21002658, 19005667, 21001468, 21009968, 21007640, 20007816, 21009669, 18003895, 21009446, 20005420, 21006718, 16003408, 21004004, 21004257, 20007467, 18005120, 21003298, 21008002, 21008600, 21000621, 21007781, 21003155, 18007906, 18005893, 21005458, 21007899, 21008624, 21000521]",40
MAT1092 6,"[19001655, 21009932, 20008194, 21007759, 21000919, 21004489, 21008571, 21009172, 21001370, 21007746, 21004284, 21009250, 21009466, 21009742, 21000826, 21003832, 21003889, 21007390, 21004278, 21003223, 21008932, 20005783, 21001411, 18004969, 21007481, 21001992, 21003379, 21009535, 21003912, 21005150, 17008217, 21007159, 19000098, 19008996, 20005887, 16008946, 21009428, 21008485]",38
MAT1092 7,"[20004899, 21002340, 19000231, 19002541, 21001592, 21000983, 21008668, 18003237, 21007511, 19009416, 21002115, 21007644, 21009376, 19008415, 21006569, 21004159, 18005815, 21002894, 21001970, 17007911, 21004786, 21004443, 21007506, 21002576, 21000066, 21002442, 21009215, 21009264, 21008772, 21006126, 20006526, 21001788, 21006442, 21000243, 19006160, 21005860, 21006526, 20008002, 21002816, 20008923, 21003433, 19006330, 21000245, 18014754, 21007110, 21001258, 18001741, 21002355, 21006057, 18002697, 21007896, 21000511, 20003254, 21009707, 18007748, 18001815, 20002305, 21009884, 21003895, 20007123, 21009078, 21003390, 21008602, 19002845, 21004114, 17006166, 21005524, 21003546]",68
MAT1092 8CLCCNH,"[21008035, 21009695, 21004264, 21007333, 21001694, 21003365, 21008070, 21006892, 21008506, 19003602, 21007307, 19006080, 21002887, 21004613, 21007805, 21007364, 21005132, 21007885, 21009853, 21001591, 21007768, 21003697, 21006902, 21007681, 21002962, 21006156, 21008032, 21004173, 21009543, 21005336, 21000870, 21002400, 21002891, 21003793, 21003988, 21002102, 19000833, 21004273, 21004055, 21004575, 21009618, 21001679, 21007634, 21007747, 21006570, 21005008, 21008212, 21006980, 21000555, 21008326, 21001417]",51
MAT1092 9CLCCNH,"[21004604, 21003394, 21006303, 21004748, 21003659, 21003301, 21004265, 21005020, 21009652, 21009672, 21001489, 21008334, 21000770, 21001565, 21003010, 21003481, 21005779, 21002267, 21009472, 21009929, 21009448, 21003710, 21000058, 21006590, 21004218, 21008170, 21000950, 21005301, 21007211, 21003671, 21003691, 21002536, 21007665, 21005334, 21005366, 21000004, 21000860, 21003176, 21003006, 21005329, 21006806, 21007802, 21001677, 21002964, 21003717, 21002076, 21006606, 21000761, 21003184, 21009940, 21006976, 21001761, 21007082, 21002434, 21000275, 21003628, 21004979, 21002673, 21009641, 21002612]",60
MAT1101 1,"[20000590, 20009805, 20009254, 18006552, 19000231, 20001978, 21009538, 20000329, 20003904, 19002573, 20001199, 21007330, 21009901, 20004936, 20009913, 19007833, 21004047, 19009594, 21003850, 21004590, 21008337, 20009315, 21004496, 20006075, 20000880, 21005579, 21008752, 21000514, 17006154, 20008511, 20005420, 21003810, 20004071, 21000791, 20005102, 20005420, 20003005, 21004472, 20008704, 21008860, 20003445, 17002137, 18008903, 20003785, 20003582, 19007870, 19001144, 18000511, 20005016, 16008513, 21009760, 20002899, 18005893, 20004828, 20006314, 19009215, 20007626, 18004901, 20002273, 20004128, 20004803, 20004630, 20000701, 20003220, 20005946, 19005714, 20007092, 20006797, 20002658]",69
MAT1101 10,"[21004889, 16008258, 20007833, 18004599, 19004658, 21009852, 21003034, 20007796, 21003975, 20005634, 20007657, 20000929, 20006651, 20001858, 19000969, 21003270, 19003895, 19004397, 21005756, 21001950, 21008064, 18104983, 21007583, 18003895, 16006115, 21001360, 21000683, 21009609, 19000775, 18004278, 21005009, 21000865, 20002841, 21004828, 21004495, 21003227, 21001716, 21006062]",38
MAT1101 11,"[20007971, 21009438, 21000762, 21002340, 17005746, 18002897, 21002697, 20102540, 20001854, 21009376, 21009266, 20008220, 18009940, 21005745, 20108836, 20004245, 18004215, 21006115, 18003517, 20008750, 21004765, 21006599, 21008761, 21000424, 21003089, 21009742, 21005108, 21003863, 21009448, 21006386, 21001394, 20005336, 21002033, 21009669, 21006249, 21007419, 21004242, 21009062, 21002481, 21008798, 21005079, 21003174, 18007705, 21004257, 21007123, 21008248, 19003551, 19005414, 20107861, 21007448, 21104820, 21008377, 21001054, 21005586, 21004599, 21002201, 19008932, 21007246, 21005652, 20001503, 21006213, 21009940, 21008073, 21007322, 19004284, 21000199, 20105663, 20005887, 21004369, 21004155]",70
MAT1101 12,"[20005906, 20009692, 20002598, 19005525, 19007556, 21002331, 20007405, 20006600, 20004760, 19007981, 21000962, 20006612, 20004670, 21005073, 21006792, 20009193, 20006637, 19008584, 19009870, 20004665, 18004146, 21005340, 20007904, 21000956, 20002310, 20003088, 20002452, 16003170, 20002252, 20001338, 20001408, 21001845, 21001423, 20006552, 21003549, 20001925, 21004739, 21002558, 21005181, 20002233, 21008199, 21003900, 20006763, 18001899, 20007746, 21000401, 21003610, 20002894]",48
MAT1101 13,"[21002118, 17000229, 21004719, 21007412, 21007746, 21000929, 20000821, 20004839, 19006303, 21009398, 21006621, 20005885, 19005510, 19003223, 21008916, 20003801, 19005034, 18006910, 19009535, 21009618, 21005295, 21001761, 21008212]",23
MAT1101 14,"[18004066, 20008402, 18001996, 21002178, 21002839, 21005595, 18005263, 21006724, 21007327, 20003641, 21007362, 21006672, 21001676, 21004359, 18003659, 21003453, 17008888, 17006630, 21004032, 16008531, 21009132, 21102746, 20005384, 21000870, 21005963, 20004922, 19006596, 18004098, 20109805, 19003756, 20000455, 21002608, 21002452, 21000521, 21006606]",35
MAT1101 3,"[21006797, 21007833, 21002273, 18003770, 20000424, 21005725, 20002974, 19000283, 21009557, 21003887, 21004715, 21005412, 20001059, 21007411, 21008220, 20005320, 20003911, 19015600, 20008762, 21004090, 21006180, 19015166, 21000665, 19016853, 21007906, 21001513, 19011199, 21008653, 21003824, 21009847, 21002200, 20004913, 21002872, 21004899, 21001615, 21002777, 20000870, 21009358, 21006910, 21009314, 21002349, 20005302, 21006516, 21003974, 21006415, 21002578, 19003379, 20007511, 21009098, 21004223, 19004665, 19018448, 19010957, 21008288, 19009637, 21008431, 19017251, 21003546]",58
MAT1101 4,"[20007285, 21005687, 20001449, 18003897, 20003106, 20003404, 18003171, 19104901, 18005139, 17000196, 17005618, 20007152, 20005034, 18006257, 18009244, 20009960, 18006869, 19002152, 20003291, 18007921, 20000962, 20004496, 20007299, 21001192, 20004824, 20004319, 20002787, 19013220, 20006752, 20004481, 20003344, 16000260, 20009438, 19001763, 21000419, 20005950, 21006806, 20002563, 20000328, 20002880, 20008199, 18007805, 20003529, 18007411, 18005092, 17009653, 20005675, 20004513, 21008485]",49
MAT1101 5,"[21004162, 20001741, 18000338, 21002841, 20009352, 20003791, 20003308, 17008451, 18009154, 21000979, 21004141, 20007729, 20000128, 19017502, 21000847, 20000127, 21000211, 21001400, 21001142, 20000401, 21002017, 21002901, 18002132, 21005860, 21004592, 20003422, 21003569, 21006552, 21008513, 20005385, 19014449, 20005928, 21000525, 21002894, 20009962, 21001909, 19002462, 20002478, 19004659, 21105643, 21008624, 21006970, 20008064, 21007505]",44
MAT1101 6,"[20004443, 21005780, 21000527, 21003556, 18009984, 21007283, 21003021, 21007601, 21007885, 18008602, 21009892, 21005443, 21007034, 21002152, 21004905, 20001304, 17006735, 18008990, 20003549, 19012105, 18001615, 21009600, 21003226, 17108445, 21009161, 21003242, 21008600, 21009471, 20006490, 21009894, 19017275, 21009238, 20005770, 21005054, 21003015, 19009564, 20002150, 21006069, 21003602, 20007131, 21008995, 21005072, 20004073, 18005982, 21009107, 21009272, 21006304, 19010232, 21003216, 19013582, 21004477, 19013942, 20003239, 20004121, 21000621, 21004730, 20008590, 21008129, 21006074, 21003155, 19019946, 20003089, 19015643, 21000329, 21000973, 20004348, 21001016]",67
MAT1101 7,"[18004820, 21001841, 21001379, 20008054, 19004285, 20001423, 21004280, 21109314, 18009051, 20001669, 18005242, 20006231, 21004786, 21006218, 18000339, 16005006, 20001473, 21004798, 21006762, 21001490, 20006918, 21007110, 19006598, 21003019, 18002541, 21001691, 21005710, 21003298, 21008002, 21002897, 19004828, 21004547, 21006081, 21009884, 20001564, 21003895, 18004983, 17003673, 19005420, 21003390, 20005583, 21004114, 20007363, 20009197]",44
MAT1101 9,"[21009616, 20003155, 21002375, 21002810, 20005414, 21009851, 21004176, 21001818, 21005226, 20001887, 20000481, 20009651, 20001501, 20006236, 20006906, 20008782, 20009059, 18003544, 20006580, 20006014, 20008231, 20002324, 21006363, 18001240, 20008261, 20005287, 20000833, 20006363, 20005314, 21004603, 20009917, 20008182, 21001787, 20004771, 19108037, 21005263, 21000176, 19014546, 20003453, 20009283, 20003700, 21006022, 21005083, 21008054, 21003755, 20005059, 20004410, 21009946, 21007723, 20005829, 20004719, 20001655, 19012498, 21003088, 20001565, 20004693, 21001064, 21009364, 20004249, 21008992, 20004308, 20000871, 20006081, 21007933, 20008602, 20008152, 20003909, 20007584, 20002225, 20007449, 20008934]",71
MAT1192 1,"[21002375, 21006354, 21007330, 18001679, 21002841, 21006243, 21000445, 20002233, 21002152, 21004590, 21005745, 18008197, 21006363, 21004496, 21009398, 20006074, 17001243, 21006599, 21003270, 21000424, 21004603, 18003510, 21003089, 21005108, 21005579, 19009254, 20004771, 16009074, 21000176, 21002033, 21000514, 17002250, 17006154, 21006249, 21007419, 21002481, 21000956, 21008798, 20003756, 21005079, 21003174, 18007705, 21008248, 21004472, 21008860, 21001490, 21007448, 21008377, 18008799, 21005710, 21001054, 21005586, 21004599, 21002897, 21002201, 21007246, 21001064, 21005652, 21000525, 18007364, 21004028, 21008073, 21007322, 21007933, 21000199, 16002563, 21004369, 21004155, 19004599]",69
MAT1192 2,"[19001896, 18000259, 19009884, 21006115, 21004462, 19009932, 21004765, 17001803, 20004665, 18004604, 18000164, 19003390, 20008070, 21002972, 18006622, 21006552, 18007345, 21002558, 20008686, 19009172]",20
MAT1192 3,"[21004889, 21007833, 21002273, 19003239, 21001841, 18008574, 20000259, 18005327, 20004498, 21007411, 21003408, 21000962, 21002531, 21004141, 21006180, 21008754, 21006672, 19009870, 21003863, 21005340, 21007906, 21005054, 20002327, 21001400, 21002872, 17006630, 21005083, 21004899, 21003755, 18003602, 21005963, 21006588, 21003088, 21008992, 21004223, 19005538]",36
MAT1192 4,"[20000733, 20001887, 20003736, 20009907, 18008510, 20005320, 20004839, 18001240, 19005055, 18003013, 20003532, 20005436, 20009108, 20004173, 18008272, 20007889, 19006672, 18005600, 18005982, 20006272, 20003422, 20005687, 19006949, 18007502, 21002848, 20006082, 20001565, 18007805, 20006926, 19003152, 20001729, 20000903, 20004751]",33
MAT1192 5CLCCNS,"[21006480, 21001243, 21008297, 21001237, 21003381, 21000842, 21005681, 21002632, 21009084, 21007956, 21001495, 21006648, 21007327, 21008657, 21008800, 21006273, 21008510, 21006445, 21005238, 21006336, 21000830, 21007196, 21009884, 21009188, 21004280, 21001071, 21001328, 21008172, 21003532, 21006735, 21004542, 21003105, 21008544, 21003718, 21005511, 21005694, 21004555, 21000212, 18008037, 21001828, 21009373]",41
MAT1192 6CLCCNS,"[21005657, 19005818, 21005443, 21005294, 21001950, 21001266, 21004702, 21000535, 21008855, 21008931, 21009972, 21008452, 21001787, 21001799, 21001335, 21006856, 21007232, 21008037, 21003770, 21000515, 21002415, 21008635, 21006022, 21007176, 21001910, 21004032, 21006522, 21000482, 21009107, 21009272, 19008662]",31
MAT1192 7CLCCNS,"[19000515, 21000979, 21001243, 21009476, 21003651, 21000170, 21007056, 21001877, 21002660, 21008723, 21008162, 21007065, 20005725, 21005550, 21005982, 21001549, 21008511, 21009663, 21008520, 21009822, 21002523, 21007045, 21006058, 21009364, 21002415, 21000145, 21006927, 20007771, 21000787, 21008817, 21009435, 21008273, 18006501, 21002400, 17003673, 21005133, 21003669, 21004215, 21004316, 21004128, 21002043, 21005612, 21003048, 21007402, 21000116, 21007991, 21000203]",47
MAT1192 8QTS,"[21004542, 18003775, 21004127, 21009048, 21001763, 21004529, 21002895, 21008782, 21007764, 21003494, 21008106, 21006693, 21005287, 21009845, 21005135, 21008909, 21000124, 21005410, 21005788, 21004654, 21003055, 21005829, 21008261, 19006590, 21002584, 21006322, 21005299, 21005472, 16004481, 21003587, 21001441]",31
MAT1259 TNS,"[20000590, 20009805, 20009254, 20001199, 18000338, 20003791, 20003622, 20009913, 20009315, 20003582, 20006075, 20008511, 17006598, 20005102, 20005420, 20003005, 20003445, 20008788, 20003785, 20003582, 18008398, 20002899, 20004828, 20006314, 18005895, 20000701, 20003220, 20007092]",28
MAT1292 1TNH,"[21001984, 21001317, 21002110, 21009671, 21007939, 21003226, 21007393, 21004836, 21006221, 21008448, 21001723, 21000426, 21005484, 18003600, 21006067, 21003206]",16
MAT1292 2TNS,"[21004418, 21006710, 19005898, 21009489, 18006815, 18009466, 21005556, 18008448, 21005784, 21005845, 21006482, 21002176, 21006683, 21003746, 21009352, 21008398, 21006730, 21006444, 21001645, 19004839, 18007475, 21003245]",22
MAT2034,"[19000908, 19001015, 19006682, 19006710, 19002132, 19007049, 19002269, 19008172, 19001154, 19002540, 19001615, 18003544, 19008037, 19004725, 19003608, 19003063, 19009851, 19004162, 19009794, 20004300, 20006637, 20001989, 19006910, 19007959, 18004215, 19003785, 19005092, 17004650, 21002541, 18002598, 19008573, 19008436, 19002665, 19007103, 19000973, 19004848]",36
MAT2301 1,"[21006089, 21009354, 21003703, 21007109, 21008194, 21003717, 20009324, 19002746, 18001456, 21002211, 19005934, 21006588, 20000496, 17014449, 21004602, 21006548, 21006379, 20003226, 21004437, 21004257, 17006906, 21005208, 18001461, 21002136, 21001212, 21006115, 19014820, 21004807, 21006651, 21007919, 21007054, 21008858, 21003000, 18005226, 21007079, 21001195]",36
MAT2301 2,"[21007179, 21003718, 18003053, 21000972, 21005811, 21002012, 21004270, 17002632, 21001567, 20008490, 21001788, 21004511, 17007620, 20003237, 20008444, 21000888, 17006180, 19002509, 19000299, 20000528, 21003697, 21004926, 21007495, 21001229, 21009555, 21006446, 20006345, 21008511, 21008866, 19014027, 17102728, 21003882, 21004492]",33
MAT2301 3,"[21007975, 21004520, 21002524, 21009326, 21007593, 21006380, 19009176, 21006651, 20000288, 21005563, 19001179, 21000791, 21004797, 21002729, 21003892, 21009297, 21008405, 16005950, 20006693, 21009328, 18009416, 21006156, 18009675, 18008995, 21007049, 21002277, 21002651, 21006607, 21003780, 21006526, 21006612, 21006821, 20000260, 21006782, 21008224, 21009069, 18007557, 21007103, 20004176, 21004087, 21007221, 21003729, 21003966, 21009051, 20001453]",45
MAT2301 4,"[19017336, 21000006, 20001243, 18019984, 19003035, 21006706, 19015139, 21003609, 21007424, 20008303, 21002462, 17002523, 21009237, 21007936, 19001160, 21003732, 18003462, 19000201, 19007410, 21001457, 21005624, 21003019, 21005580, 17005017, 21003818, 21004514, 21002218, 21004917, 21004620, 21005337, 21005503, 21001510, 21004382, 21004591, 21000973, 21003857, 21005623, 21009958, 21002657, 21000045, 19017263, 21004813, 20001018, 21004959]",44
MAT2303 1,"[19006007, 21006089, 21009354, 21003718, 21003703, 21007109, 21008194, 21003667, 19010899, 21003717, 19015139, 21002012, 21001788, 21002211, 21002743, 20002559, 21006588, 20000496, 20001785, 21004602, 21006548, 21006379, 21004437, 21005208, 21002136, 21006115, 19014828, 21004807, 21006651, 21007054, 19018016, 20006345, 19014828, 17000426, 21003000, 21007079, 19012609]",37
MAT2303 2,"[21007179, 21000006, 17003909, 19003035, 21000972, 21005811, 21004270, 21007424, 17002632, 21001567, 18005072, 17002523, 21004511, 21001457, 17007155, 19008317, 21008224, 17005017, 21007310, 21000888, 21001212, 21003697, 21007919, 21007495, 21001229, 21007221, 21009555, 21003798, 21006446, 21008858, 21008511, 21008866, 20005472, 17000957, 21001195, 21003882, 21004492]",37
MAT2303 3,"[21007975, 21004520, 21002524, 21009326, 18019984, 21006380, 21006651, 21006706, 21000791, 21003609, 21004797, 21003892, 21009297, 21008405, 16005950, 21009328, 21006156, 21002462, 21002277, 21009237, 16008988, 21002651, 21006607, 21003780, 19001160, 18006110, 21006612, 21006821, 21006782, 21005580, 21009069, 21002218, 17001015, 21003966, 19003532, 21000973, 21003857]",37
MAT2303 4,"[21007593, 21005563, 19003292, 21002729, 20008303, 18005513, 19009822, 21007049, 21007936, 21003732, 21006526, 18000621, 18004495, 21005624, 21003019, 17003445, 21003818, 21007103, 21004514, 17006656, 21004917, 21004620, 21005337, 21005503, 21001510, 20004176, 21004087, 21004382, 21004591, 21003729, 21009051, 21005623, 21009958, 21002657, 21000045, 21004813, 21004959]",37
MAT2303 5TNT,"[21002157, 21001146, 21002761, 21008574, 21001820, 21005640, 21001289, 21003775, 21004781, 21002411]",10
MAT2306 1,"[19010235, 19015994, 19018574, 19017624, 19012191, 19010757, 19014367, 19018787, 19002880, 19003292, 19018510, 19019473, 19018149, 19015925, 19015242, 19002341, 19014149, 19018297, 19017608, 19011984, 19017270, 19013491, 19016981, 19003691, 19006464, 18012728, 18017724, 19017705, 19014762, 19017279, 19013875, 19015164, 19015014, 19018799, 17007620, 19005011, 19012391, 19009538, 18000621, 19018525, 19016432, 19013931, 19012469, 19001886, 18003227, 19016482, 19018297, 19015640, 19011547, 18013590, 19015895, 19010073, 19012110, 19003206, 19017663, 19014558, 19007843, 19004568, 19018601, 19012124, 19008516, 19019466, 19016555, 19013155, 19010025, 19017092, 19017724, 19013226, 19012099, 18008782, 19012889, 19016080, 19018197, 18006236, 19017627, 19012880, 19013292]",77
MAT2306 2,"[18004905, 19003517, 18009321, 19019412, 19004418, 19019336, 18007931, 19015327, 18009471, 19014917, 20001517, 18006218, 19015833, 19005550, 19013392, 19003245, 19017115, 17003438, 18007123, 16008988, 19008514, 19014917, 20000496, 18006110, 20002137, 18008129, 18003308, 18000329, 19018337, 20000951, 19004754, 19014828, 18004362, 19003521, 18015020, 19003916, 19006622, 18004936, 19018016, 17010957, 19000897, 19001571, 19001200, 18005320, 19003732]",45
MAT2308,"[19017336, 20007457, 18002972, 18003032, 19012915, 20001243, 19010338, 18009773, 21003667, 20005721, 20000842, 19015139, 20007956, 20001517, 17002740, 20000060, 20001365, 20004370, 20007425, 20003863, 17002124, 19012532, 20002766, 17009264, 18001097, 19019236, 19015618, 18008893, 21002743, 19001818, 20004767, 17000127, 20004996, 20001785, 20002137, 19016058, 18005719, 18008590, 18004215, 19008317, 20006724, 20001740, 20006668, 20002514, 20006412, 18003454, 20000665, 20002665, 20000951, 20007255, 17004650, 18008763, 20007049, 20006607, 20009840, 20006821, 20005054, 20004805, 20000660, 20000376, 18012980, 20002815, 18007520, 19018197, 20006828, 19017263, 19017251, 20006162, 20001899, 18001669, 20004826, 20001018, 20000011, 19012609]",74
MAT2310,"[20007457, 20001243, 20005721, 20000842, 20007956, 20001517, 20000060, 20001365, 20004370, 19015833, 20007425, 20003863, 20008490, 20002766, 20004767, 20004996, 20002137, 20003237, 20003226, 20001740, 20006668, 20002514, 20006412, 20000665, 20002665, 20000951, 20007255, 19014820, 20007049, 20006607, 20009840, 20006821, 20009594, 20005054, 20004805, 20000660, 20000376, 20002815, 20006828, 19017251, 20006162, 20001899, 20004826, 20001018, 20000011]",45
MAT2311,"[19003517, 18009321, 17006357, 18007931, 19002880, 18003389, 19005550, 19003245, 19003691, 17000962, 19008250, 19006464, 17003032, 19000003, 19008977, 19008514, 19001818, 17007620, 19005011, 17009894, 19001244, 16003010, 19001886, 17004546, 19004754, 18004362, 19003521, 19003916, 19006622, 19007843, 19000897, 19001200, 17004264, 17000004, 19003732]",35
MAT2311 2TNT,"[19007336, 16008908, 16002583, 19002915, 19008445, 19004565, 19000767, 19008599, 19008537]",9
MAT2314,"[19006007, 19004917, 20006452, 20007948, 20006025, 20000321, 20000288, 20009814, 19003035, 20007620, 20008045, 20000229, 20008732, 20006182, 20002188, 20003667, 20008070, 20005751, 20007744, 20005420, 20009601, 20004005, 20005965, 17003032, 20006693, 20004034, 20004066, 20007045, 20003519, 17002523, 20004782, 20005263, 20006804, 20004739, 20009354, 21008574, 20002559, 20003659, 20000260, 19008317, 20004180, 20007363, 20009420, 21007310, 20003034, 20000544, 20005017, 20008595, 20005553, 17004650, 20009901, 20003254, 20000528, 20003794, 20000701, 20009840, 20002553, 20002913, 20005040, 20004497, 20008210, 20006898, 20001767, 18005570, 17000426, 20002231, 19001571, 20005339, 20001084, 20006721, 20001931, 20001453, 20003594, 20009999, 20007179, 20000169, 20006089]",77
MAT2314 2TNT,"[20001146, 20002915, 20006730, 20004547, 20003775]",5
MAT2317 3CLCMTKHTT,"[21005054, 21005115, 21000601, 21001741, 21000810, 20000601, 21007154, 21008876, 21002036, 18005513, 20008876, 20009897, 21002815, 21003146, 20006637, 21002495, 21003515, 18003546, 21000709, 21002667, 21000415, 20002825, 21001652, 21005636, 21006908]",25
MAT2317 4CLCMTKHTT,"[19005859, 21001703, 21009244, 20008073, 20004285, 21008436, 21007807, 21000376, 21008888, 21006688, 21005076, 21004650, 21001582, 21007742, 21003746, 21006637, 21001687, 20001980, 20004711, 21006391, 21002825, 21008415, 20005538, 21005045, 20007722]",25
MAT2317 5CLCMTKHTT,"[21002345, 20001687, 21009381, 21008190, 21006753, 21000755, 21008930, 21000328, 21000322, 21009239, 21004880, 21001655, 21003561, 21003600, 21007758, 21000770, 21005538, 21005275, 21007411, 21003720, 21004580, 21001244, 21007722, 21009980, 21001031]",25
MAT2317 6CLCMTKHTT,"[21000969, 20001703, 21006869, 21009274, 21002233, 21009897, 21000610, 21008946, 21000033, 21008828, 21004299, 21003342, 21009637, 21009074, 21004908, 20003515, 21006677, 21004711, 21009346, 21001818, 21009342, 21001392, 19005815, 21004826, 21005667]",25
MAT2318 1,"[20009927, 20004613, 19002922, 20009274, 19007336, 20002233, 21004760, 20004868, 20007807, 19004565, 18005135, 20004416, 20006637, 19008928, 20004300, 20008635, 18001059, 21000348, 18007557, 18004362, 18005375, 20009009, 19008537, 20006526, 21000973]",25
MAT2318 2,"[21005083, 21009620, 21006049, 20004366, 21008656, 19002540, 21006600, 21007053, 20007628, 18008893, 21008762, 21006074, 20007811, 20002329, 20001398, 21009429, 21002632, 20002340, 21004308, 21003206, 21002689, 20003032, 21000045, 21006205, 20003857]",25
MAT2321 TNT,"[21002157, 21001146, 19005857, 21002761, 21008574, 21001820, 21005640, 21001289, 21003775, 21004781, 21002411]",11
MAT2403 1,"[18002972, 20007682, 20004342, 20004613, 20006075, 20008106, 20006965, 20008910, 20006129, 20000095, 20005784, 20001838, 20001266, 20005135, 20007365, 20004702, 20006123, 20003804, 20005957, 20007403, 20001787, 20000755, 17007399, 20009467, 20003146, 18009283, 20006522, 18005538, 20002888, 20008726, 18001097, 20006637, 20007840, 20009446, 20006473, 20005749, 20006903, 20001989, 20001910, 20006884, 20003880, 20009471, 18008002, 20003446, 19007959, 18004215, 20001724, 20001902, 20002296, 20009503, 20005992, 19008659, 20008448, 20000149, 20003716, 20005354, 20007108, 20001454, 20009663, 20001603, 20009364, 20008671, 20007642, 20001187, 21004926, 19007919, 20000064, 20003669, 20004555, 20009727, 20003482, 20000068, 18008271, 18006236, 20006569, 20005612, 20009485]",77
MAT2403 2,"[20006336, 20000830, 19008969, 19000829, 20009884, 20009188, 20004280, 20001328, 20003532, 20003494, 20004542, 20003105, 20003718, 19000908, 19001015, 20005511, 20001411, 19006682, 20005694, 20007781, 20001950, 19007049, 20009845, 19005556, 19008172, 20008047, 20000535, 20008754, 20004555, 20007753, 20009972, 20007899, 20008452, 20007831, 20001799, 20003989, 19008836, 20001335, 20006856, 20008573, 20003569, 20008909, 19001645, 20000124, 20007628, 20003770, 20000515, 20006022, 20007176, 20004032, 20008398, 20007582, 19003785, 19005092, 20007056, 20001877, 20004654, 20007065, 20005982, 20008261, 20002415, 19002740, 20008817, 20009009, 20008273, 20006322, 20005299, 20002400, 20008428, 20009373, 20004215, 21001392, 20004128, 19007103, 20003048, 20007402, 19002036]",77
MAT2403 3,"[20007764, 20006735, 17005320, 18003389, 17007333, 16008485, 17002746, 18000071, 20008931, 17005634, 18008166, 16007791, 19008248, 18005314, 20006683, 19007999, 20005054, 20001243, 20001286, 20000212, 18008511, 18002505, 20009476, 20003842, 17008511, 20000831, 17001016, 20004300, 17007807, 20006113, 20002415, 20002305, 17008573, 20003542, 20000482, 20004168, 19009280, 20009853, 17001710, 20002660, 20003055, 20008162, 17003103, 20002558, 20007650, 17009958, 20008511, 20008520, 20000787, 20002584, 20005107, 20001828, 18007285, 18002598, 20005133, 20000897, 20004316, 18003507, 17001317, 20007991, 18006243]",61
MAT2403 4CLCMTKHTT,"[20000258, 20008073, 20009927, 20007322, 20004285, 20000199, 20004369, 20004155, 20009274, 20009953, 20001703, 20009244, 21006869, 20006869, 18005770, 20002233, 21008876, 20006407, 20007154, 20007807, 18006264, 20008876, 20000610, 20006688, 20005076, 20008946, 20001582, 21007742, 20003746, 21008828, 20006637, 20004299, 20009637, 18008788, 20002425, 19006852, 20001687, 20003515, 20009074, 19005132, 20004908, 20006677, 20008190, 19005565, 20000322, 19007956, 20001655, 20002541, 19004370, 19001592, 20004926, 20000770, 20002825, 20003720, 19000496, 20002922, 20001031]",57
MAT2403 5CLCMTKHTT,"[20000810, 20008888, 20004650, 20003342, 20001980, 20009533, 20006753, 20004711, 20009818, 20003600, 20000709, 20006391, 20005538, 20005275, 20007411, 19005201, 20000415, 20005045, 20005667]",19
MAT2406,"[18000307, 19004917, 18003032, 20006452, 20007948, 17005320, 18006075, 20006025, 20000321, 20009814, 20007620, 20008045, 20000229, 20008732, 20006182, 17002746, 20002188, 20003667, 20008070, 20005751, 20007744, 20005420, 19002746, 17002740, 20009601, 20005965, 20004034, 20004066, 20007045, 20003519, 18005135, 20004782, 18008511, 20005263, 20006804, 20004739, 19005934, 20009354, 20003659, 20001121, 20004180, 20007363, 20008479, 20001657, 20003034, 20000544, 20005017, 20008595, 20005553, 18000701, 18005375, 20009901, 20003254, 20000528, 20003794, 17000950, 19009388, 20000701, 20002553, 20002913, 18009590, 20005040, 20004497, 20008210, 20006898, 20001767, 20005339, 20001084, 20001931, 19004958, 20003594, 20009999, 20007179, 20000169, 18004738, 20006089]",76
