classCode,MSVList,numberStudents
PHY1108 5,"[21007971, 21004085, 21003444, 18002157, 21002182, 18004270, 20002211, 21005414, 21006929, 21000556, 21001741, 21003298, 21004659, 21004969, 21008220, 21000624, 18000888, 21002302, 21006133, 21004949, 21001423, 21006702, 18008866, 21003296, 21001352, 19016930, 21004304, 21000753, 21006362, 21009979, 21006537, 18007254, 19019699, 21006152, 21005105, 21006378, 21008012, 21006856, 21004721, 20005503]",40
PHY1108 6,"[21001322, 21009692, 21003268, 21009731, 21007412, 19002743, 21003404, 21007611, 21003187, 21001285, 21001456, 21007737, 21002515, 21001922, 21000963, 21006074, 21005869, 21004824, 21002698, 21006110, 19008511, 19000528, 21004913, 21002787, 21006389, 21000250, 21001059, 21001408, 21008990, 21005302, 21009499, 21009943, 21008199, 21004733, 21006750, 18008248, 21004362, 21006355, 21008148, 21007203]",40
PHY1108 7,"[21002261, 21009620, 21006049, 19002157, 21008656, 21001973, 21003106, 21000479, 21006600, 19006379, 21007053, 21004245, 19009685, 21008757, 20001872, 21001858, 21008080, 21008762, 21002196, 19004781, 19006446, 20007079, 21003156, 19007079, 21002657, 21004481, 21003605, 21009429, 21002563, 19000213, 21000287, 21000328, 19007424, 21002632, 21004308, 21006930, 21003206, 21002689, 21006205, 21006763]",40
PHY1108 8QTL,"[21003811, 21005811, 21000164, 21005398, 21004591, 21001030, 21008452, 18007897, 21001490, 21004886, 21003911, 21001996, 21004319, 21004537, 21007402, 21004222, 21004828, 21009184, 21006607, 21004390, 21005634, 21009609, 21002197, 21009435, 21003174, 21008432, 18007315, 21001473, 21006160, 21003174, 21002565, 21000283, 21009218, 18008169, 21005622]",35
PHY1113 1,"[20004962, 21003806, 21005893, 21007060, 21007258, 21004886, 21001815, 21009564, 21009263, 21007858, 21007402, 21002698, 21003308, 21005719, 21004098, 21004390, 21001197, 21009435, 21000821, 21004221, 21003174, 21004362, 21006930, 21009623]",24
PHY1113 2,"[21006555, 21006780, 21004630, 21004746, 21001628, 21005403, 19004612, 21003187, 21005120, 21007737, 21009653, 21008080, 21001922, 21002196, 21001078, 19007363, 21004222, 21007545, 21005634, 21006537, 21009609, 21007557, 21001473, 21000283, 21005525]",25
PHY1113 3,"[21008247, 21003053, 21004899, 21005414, 19006548, 21000556, 21007748, 21004969, 19006115, 21008947, 21003418, 21000320, 21008905, 21003296, 21004404, 20000213, 21004304, 21006362, 21005105, 21001317, 21003195, 21008012, 21005520, 21006856, 21004410]",25
PHY1113 4,"[21004085, 20008194, 21008804, 21006929, 21008996, 20009685, 21001741, 21009353, 21008142, 21004189, 20009555, 21000624, 21004949, 21001337, 21001423, 21002696, 21000753, 21009979, 21008990, 20006156, 21008923, 21007556, 21004129, 21000339, 21004890]",25
PHY1113 5,"[21008258, 20000972, 21007784, 20002157, 21009731, 20002743, 21007293, 21009212, 19008170, 20004781, 21008393, 19005965, 21008132, 21003551, 21004386, 21004130, 19004385, 21001352, 21002982, 17011200, 21003308, 19003729, 20004085, 19003966, 21007575]",25
PHY1113 6,"[21003510, 21003444, 20002012, 21003743, 21003268, 21002182, 21007620, 21004300, 21007345, 21009817, 21001456, 21005311, 21000327, 21004826, 21009345, 21001160, 21007870, 21000071, 21005596, 20004797, 21004659, 21006355, 19003398, 21008148, 21003460]",25
PHY1113 7,"[19009929, 19006526, 17001071, 19009448, 21007234, 19007744, 21007493, 21003462, 21006110, 19005017, 19004492, 19007975, 19009326, 20009818, 21001059, 21001144, 21003364, 19002462, 21003083, 21007203]",20
PHY1113 8TNL,"[20009384, 21000164, 21004565, 21005398, 21001030, 21004962, 21003441, 21000015, 21008097, 21004537, 21003103, 21004828, 20007593, 20006377, 20006380, 21000610, 20006706, 21001710, 20009297, 21008432, 21006160, 21009218, 20008224, 21005622]",24
PHY1161 1CTĐB,"[21001984, 21004418, 21006710, 21009489, 21001317, 21005556, 18008448, 21007155, 21002110, 21009671, 21005784, 16000386, 21005845, 21006482, 21007939, 21003226, 18001328, 21007393, 21004836, 21002176, 21006683, 21009968, 20004591, 21003746, 21009352, 21006221, 21008398, 21008448, 21001723, 21000426, 21005484, 21006730, 21006444, 21001645, 21006067, 21003206, 21003245]",37
PHY1161 2TTH,"[21008720, 21001711, 21006856, 21004827, 21009300, 21006330, 21002330, 21006166, 20008806, 18004739, 21005890, 21007437, 21009764, 21002845, 21002957, 21001114, 21001158, 21000824, 21003777, 21009927, 21001813, 21005339, 20007596, 21003171, 21005397, 21009849, 21000775, 21006850, 21001728, 20002845, 21009329, 18003794, 21000412, 21004662, 21000968, 21000196, 21003013, 21005982, 21004786, 21009154, 21001432, 18002231, 21009820, 21006453, 20003897, 21001543, 21007144, 21008646, 21005066]",49
PHY2004,"[19007049, 20000972, 20002012, 20002211, 20008150, 20002743, 20006588, 20008217, 20008554, 18005042, 19015255, 19012611, 18001392, 20001229, 20009555, 16009968, 20003798, 20008858, 20008866, 20007079, 20001195, 20007975, 20009326, 20006377, 20005811, 20000791, 20004797, 20002729, 20007424, 20006156, 19016815, 18008981, 20004085, 20002462, 20002277, 20009237, 20003780, 20005624, 20003019, 20006782, 20003818, 18002274, 19017263, 18009048, 20002218, 20005503]",46
PHY2004 2QTL,"[20009354, 20003718, 18007919, 20004666, 20003857, 20001820, 20004437, 20001212, 19015600, 17001615, 20003882, 20004492, 20002524, 20008097, 20007593, 20005563, 21008990, 20003892, 21008432, 20002876, 20009069, 20005337]",22
PHY2064 TNL,"[18007919, 19002815, 21005893, 19000288, 19003794, 19002913, 17003220]",7
PHY2064E QTL,"[19006607, 19003717, 19004270, 19000033, 19006452, 19007948, 19009324, 19005643, 19006693, 19003798, 19005040, 19000093, 20006526]",13
PHY2206 1,"[20004087, 20003966, 20009958, 20004959, 20003510, 20000164, 20001030, 20005893, 20007293, 20008452, 20009817, 20007060, 20002265, 18002136, 20004826, 20000097, 20001171, 20006133, 20004537, 20006702, 20008216, 20007620, 20004130, 20001352]",24
PHY2206 2,"[20001510, 20004591, 20005623, 20008258, 18004602, 20000327, 20003298, 20004716, 18003798, 20001996, 17007082, 18003000, 20007493, 20002196, 20006598, 20001655, 20007018, 20007402, 20004222, 20004828, 20000071, 20002982]",22
PHY2206 3,"[20003729, 20009051, 20000045, 20005811, 20007720, 20007784, 20004591, 20007620, 20009212, 20001818, 20003441, 20005311, 20002193, 20004886, 20005525, 20008393, 20008132, 20004386, 20001160, 20001078, 18009297, 20003103, 20007835, 20007545, 20001810]",25
PHY2302 1,"[21001322, 21003444, 21007784, 18004270, 21007293, 21005311, 21000327, 19000229, 21002515, 21008393, 21001922, 21002782, 21003551, 21000963, 21002196, 21006133, 18001726, 21006110, 18008866, 21004130, 21001352, 21000071, 21002787, 18007691, 16006275, 21005596, 21003308, 21001473, 21003364, 21000283, 21007575, 21007556, 18007457, 21006355, 18007956]",35
PHY2302 2,"[21003510, 21006780, 21008258, 21002182, 21007620, 21009817, 21009212, 21005120, 21002265, 21008142, 21004826, 18003089, 21004189, 20005825, 21000097, 21008132, 21009345, 21001996, 21004386, 21005869, 21001160, 21001078, 21007870, 21006702, 18008511, 21004222, 21007904, 21002696, 21003142, 21009499, 21004659, 21008998, 21005525, 21006182, 21008148]",35
PHY2302 3,"[20008063, 18007919, 21004746, 20002157, 21007345, 21001628, 21005403, 21008996, 21003187, 19006526, 21007737, 21004807, 21004886, 18001392, 21007234, 21009653, 18002876, 18002033, 21009263, 21007858, 21004319, 21003462, 21002698, 21003308, 18002972, 21005719, 21009435, 21000821, 21007557, 21004221, 19003966, 21001144, 21004362, 20006879, 21007203]",35
PHY2302 4,"[21004085, 21008247, 21003053, 21003743, 21003268, 21009731, 21004899, 21006929, 20008217, 21001456, 21009353, 21007258, 21007748, 21001815, 21000624, 18000176, 20005525, 18007495, 21004824, 18006446, 21000320, 20001195, 21008905, 21004404, 21004098, 21004304, 21004390, 16011200, 18005811, 18007254, 21003174, 21003083, 21009623, 21005520, 21000339, 21004410]",36
PHY2302 5,"[21007971, 21008804, 18002012, 21007611, 21005414, 18004511, 21000556, 21001741, 21004969, 21001858, 21006876, 21006598, 21008947, 17003083, 21001337, 21003418, 21001423, 21003296, 21002657, 18006389, 21002982, 17012016, 18009326, 21000753, 21006362, 21009979, 21002563, 21008199, 21008923, 21005105, 21006378, 18007800, 21001317, 21003206, 21003195, 21008012, 21002689, 21006856, 18008224, 20005503]",40
PHY2302 6,"[21002261, 21009620, 21006049, 17015011, 21008656, 21001973, 21004630, 18003053, 21003106, 21000479, 21006600, 21007053, 21008220, 21004245, 21008757, 21008080, 21002302, 21008762, 21007299, 20000097, 21003156, 21004481, 18002957, 21003605, 20006702, 21009429, 19006651, 21000287, 18004449, 21000328, 21002632, 19006089, 20008224, 21004308, 19005811, 18005580, 21006205, 21004721, 21003460, 21004890]",40
PHY2302 7,"[21009692, 20003667, 20007481, 21003404, 21004760, 21004075, 20002130, 21004659, 19005751, 20001310, 20003251, 21008750, 21006074, 21004949, 20008511, 19008479, 20007493, 19001195, 19004492, 20000493, 21004913, 21006389, 19002524, 21007030, 21003344, 21000250, 20005811, 20000791, 21006537, 21001408, 21005302, 21009943, 20002277, 21004733, 21006750, 19009297, 19009384, 19006156, 19002277, 20001352]",40
PHY2302 8TNL,"[21006555, 21004565, 21003806, 21005079, 21004962, 21003441, 21000015, 20000445, 21008097, 21003103, 21007620, 21000610, 21001710, 21009609]",14
PHY2302E QTL,"[21003811, 21005811, 21000164, 21005398, 21004591, 21001030, 21008452, 21004537, 21007402, 21004828, 21009184, 21009851, 21006607, 21005634, 21002197, 21008990, 21008432, 21006160, 21009218, 21005622]",20
PHY2303 TNL,"[21006555, 21004565, 21004962, 21003441, 21000015, 20001025, 21008097, 21003103, 21007620, 18006357, 21000610, 21001710, 18007315, 18008169]",14
PHY2304 1,"[20000972, 20003667, 20002012, 20008150, 20002743, 20006588, 18002036, 20008554, 18003767, 20003697, 18000389, 18004717, 20009555, 21009564, 20000327, 18000174, 18002119, 20003798, 20007079, 20009326, 17014568, 18007691, 20005811, 20000791, 16015559, 20004797, 20004085, 20002462, 20009237, 20007981, 18008380, 20005624, 20005580, 20006879, 20003818]",35
PHY2304 2,"[20008063, 20001510, 20008194, 17002391, 20002157, 18003053, 20008217, 20000164, 18005042, 20004733, 20003298, 18013292, 18019822, 20008132, 20008511, 20001195, 19007363, 20007975, 20004129, 18007053, 20007493, 20004386, 20005622, 16011200, 21001059, 21000821, 18008082, 21004659, 20003780, 21000283, 18007800, 20007545, 18005721, 20001810, 18013423]",35
PHY2304 3,"[20003703, 20002211, 20007893, 18014449, 20006537, 20006115, 20005596, 20008990, 20001229, 20000997, 20000283, 20007575, 20006355, 20008858, 18000956, 20006930, 16005006, 18018537, 20002729, 19000213, 20007424, 20006156, 20002277, 20003444, 19009297, 20003019, 20006782, 20008584, 20008247, 20008804, 20004514, 20003743, 20002218, 20003268, 20005503]",35
PHY2304 4,"[20004087, 20004591, 20003717, 20004962, 20003966, 20009958, 20004959, 20003510, 20009685, 20002294, 18003270, 20004781, 20005893, 20007293, 20008452, 20001818, 20007060, 20003251, 20002265, 20005311, 18018197, 20004826, 20008393, 20001171, 18008511, 20001996, 20000006, 20006133, 20001160, 18002957, 20007018, 18004449, 20003103, 20004828, 20008216, 20004130, 19002462, 20001352, 20002982]",39
PHY2304 5,"[21009692, 18008063, 17017310, 20003729, 20009051, 20005623, 20005811, 20008258, 20007784, 20004591, 20001030, 20006651, 20007620, 17018714, 20009817, 20009212, 20003441, 18006178, 20002193, 20004886, 20005525, 20004716, 21006110, 18008866, 20002196, 20002329, 20000213, 20006598, 21007030, 20004453, 20001078, 20003609, 21006537, 20007402, 20002602, 20004222, 21003364, 16006825, 20007620, 20007835]",40
PHY2304 6,"[20006442, 20002355, 18014558, 19001899, 21007060, 20001244, 20005899, 20000108, 19006182, 20002670, 20004416, 20000445, 19009601, 20009702, 21003911, 19004739, 20005988, 20007820, 19001195, 20005211, 19000528, 20005136, 20008129, 20002470, 20000348, 20008471, 18000613, 20001133, 19007179, 20002340, 20006365, 20006004, 20009704, 20002935, 20009664, 20003032, 20004400, 18000842, 20001597, 20003857]",40
PHY2304 7,"[19009840, 20000245, 20007481, 20003921, 20007159, 20005481, 20004868, 19006526, 20007282, 20002130, 20005825, 20001872, 20009002, 20005993, 20002917, 18000176, 20004025, 20005525, 20000097, 20008866, 20003556, 20004537, 20003945, 20001398, 20008311, 20006702, 20008731, 20004934, 20003045, 20001035, 20000071, 20003456, 20001959, 20001322]",34
PHY2304E QTL,"[20009354, 20003718, 19004270, 20004666, 20003857, 20001820, 20004437, 20001212, 20003882, 20004492, 20008097, 20007593, 20005976, 20005563, 20007870, 20003892, 18002480, 19006721, 20002876, 20009069, 20005337]",21
PHY2306,"[18007437, 18008063, 18005443, 18000973, 18014828, 18000972, 18002152, 20003717, 18002012, 18004270, 18014558, 18001788, 19001899, 18004511, 21007060, 18004765, 18007897, 18006548, 19006612, 18003270, 18003403, 21001490, 18006672, 21004886, 19005624, 18003089, 19003019, 21000624, 18009685, 18002136, 19006782, 18000176, 18004781, 19009069, 18006249, 18003697, 18006651, 18007495, 18001726, 18007221, 18003798, 18006446, 18008511, 18003000, 18000006, 18009326, 18002957, 17003780, 18005563, 18005811, 21009435, 12008182, 19004591, 18007254, 18009297, 18008981, 19009051, 19002462, 18003892, 18008224, 18007956, 18005580]",62
PHY2306E QTL,"[19006607, 19003717, 19004270, 19000033, 19006452, 19007948, 19009324, 19005643, 19006693, 19003798, 20005976, 19005040, 19006721, 19000093, 20006526]",15
PHY2310,"[20001510, 20004087, 20004382, 20004591, 20003729, 20003966, 20009051, 20009958, 20004959, 20003510, 20005811, 20008258, 20000164, 20007784, 20004591, 20001030, 20007620, 20005893, 20007293, 20008452, 20009817, 20009212, 20001818, 20007060, 20002265, 20003441, 20005311, 20000327, 20002193, 20003298, 20004826, 20004886, 20005525, 20008393, 20004716, 17001615, 20001171, 20008132, 18007054, 20003551, 20001996, 20007493, 20002196, 20004386, 20006133, 20001160, 20004537, 20006598, 20001078, 20007402, 20003103, 20004222, 20004828, 20008216, 21002565, 20007620, 20004130, 20007835, 20001352, 20000071, 20007545, 20002982, 20001810]",63
PHY2500 1,"[20003889, 21001322, 21000479, 21004075, 21002515, 21008757, 21002782, 21005869, 21007904, 21003156, 21004913, 21006389, 21004481, 21003344, 21000250, 21003605, 21001408, 21000287, 21000328, 21009499, 21008998, 17010957]",22
PHY2500 2,"[21003404, 21007611, 21000445, 20001286, 21007299, 21004824, 21004319, 21002657, 21002787, 20002470, 21004926, 21002563, 21009943]",13
PHY2500 3,"[21007971, 21009692, 21001973, 21005079, 21004760, 21001285, 20002294, 19000058, 21004245, 21001858, 21006598, 21008750, 21000963, 21006943, 21005302, 21006750, 21004721]",17
PHY2502 1,"[20006442, 20006889, 20006548, 20002355, 20007481, 20007159, 20001244, 20002294, 20004868, 20005899, 20002130, 20001872, 20002670, 20009002, 20004416, 20002917, 20008963, 20003556, 20005988, 20007820, 20002329, 20000493, 20005136, 20003945, 20008129, 20001398, 20000348, 20007670, 20002602, 20001133, 20002340, 20006879, 20006004, 20003045, 20001035, 20009704, 20002935, 20001597, 20003456, 20003857]",40
PHY2502 2,"[20000245, 20003298, 20003921, 20005481, 21001285, 20005083, 20005061, 20000108, 20007282, 20004728, 20004744, 20005825, 20001310, 20005993, 20004637, 20005576, 20009702, 20004025, 20009010, 20004357, 20006050, 20005211, 20004453, 20008311, 20002470, 20008731, 20008471, 21009943, 20006365, 20009664, 20003032, 20004400, 21006763, 20001959, 20001322]",35
PHY3163,"[19007049, 20003703, 20000972, 20003667, 17015011, 19000376, 20002012, 20002211, 20008150, 20002743, 20006588, 18014449, 20008217, 20008554, 20009685, 20006115, 19000321, 19008045, 20004781, 19008732, 20003697, 19006182, 19002188, 18009239, 19008070, 19005751, 20001229, 20009555, 19008303, 19004066, 19004739, 20003798, 20008858, 20008511, 20008866, 20007079, 20001195, 20007975, 18008866, 20000006, 20009326, 19001195, 19003254, 19000528, 18007691, 19002553, 20005811, 18018537, 20003609, 17011200, 19008210, 19006898, 20002729, 20007424, 20006156, 18018516, 20002462, 20002277, 20009237, 18008380, 20003780, 19006089, 20005624, 20003019, 20006782, 20005580, 20003818, 20004514, 20002218, 20005503]",70
PHY3163 2QTL,"[20009354, 20003718, 20004666, 20003857, 20001820, 20004437, 20001212, 17003974, 20003882, 20004492, 20002524, 20008097, 20007593, 20005976, 20005563, 20007870, 20003892, 20002876, 20009069, 20005337]",20
PHY3167 1,"[19004666, 19002211, 19008150, 19006588, 19006548, 19008217, 19000888, 18002136, 19006115, 19007495, 17001615, 19001726, 19001229, 19002411, 19006446, 17007082, 18000006, 19004520, 19000791, 19003609, 21003174, 19005811]",22
PHY3167 2,"[19000972, 19002157, 19006379, 19005208, 19009685, 19004781, 19006651, 19007054, 19008511, 19007079, 19002524, 18005563, 19006377, 19006380, 19000213, 19006651, 19007424, 19009297, 19006156, 19002277, 19006706, 18003818]",22
PHY3301 1,"[20009051, 20005623, 20000045, 20004959, 20008258, 20007720, 21000445, 20000164, 20004591, 20001030, 20005893, 20007293, 20008452, 20001818, 18002033, 20008393, 20001171, 20008132, 20001996, 20004386, 20000213, 20001160, 20006598, 20001078, 20000791, 20000339, 20003103, 21003174, 20004222, 20004085, 21002565, 20000071, 20007545, 20001810]",34
PHY3301 2,"[20008063, 20003703, 20004591, 20004962, 20002157, 20008150, 20008217, 20009685, 20006115, 20004781, 20009555, 20001195, 20000006, 20006156, 20004828, 20005624, 21003083, 21004129, 20002982, 20004514, 21000339, 20005503]",22
PHY3302,"[20006442, 21009692, 19000972, 20004087, 20006889, 20000245, 20006548, 20003729, 19002157, 20003966, 20002355, 19004666, 20003298, 19002211, 19008150, 20007481, 20003921, 21007345, 19002743, 20003510, 20007159, 20005481, 19006588, 20001244, 19006548, 19006379, 19005208, 20002294, 20005061, 20005899, 20000108, 20007282, 20002130, 19000888, 20004728, 20004744, 18003089, 20005825, 19009685, 20009817, 20001872, 20001310, 20002670, 20009002, 20005993, 20004637, 20002265, 18009685, 20005576, 20009702, 20002917, 20004025, 20008963, 19006115, 19004781, 19006651, 19007495, 19001726, 19001229, 20009010, 19002411, 20006930, 19006446, 20001996, 19007054, 20003556, 19008511, 20005988, 20006050, 19007079, 20007820, 20005211, 20000493, 21006943, 19004520, 19002524, 20004537, 20005136, 20003945, 20008129, 20004453, 18005563, 19006377, 20008311, 20000348, 19006380, 19000213, 19006651, 20007670, 20008731, 20002602, 20008471, 20000339, 19003609, 20001133, 19007424, 21008923, 20003444, 20007620, 19009297, 20004934, 19006156, 19002277, 20007835, 20006365, 20006004, 20003045, 20001035, 20009704, 20002935, 19006706, 20009664, 19005811, 20004400, 20001597, 20003456, 20001959, 20001322]",118
