MSV,classCodeList,subjectCodeList
20002340,"['MAT2318 2', 'PHY2304 6', 'PHY2502 1', 'PHY3609 2', 'PHY3624 1']","['MAT2318', 'PHY2304', 'PHY2502', 'PHY3609', 'PHY3624']"
20002355,"['HIS1001 3', 'PHY2304 6', 'PHY2502 1', 'PHY3302', 'PHY3609 1', 'PHY3624 2']","['HIS1001', 'PHY2304', 'PHY2502', 'PHY3302', 'PHY3609', 'PHY3624']"
20002358,"['CHE1052', 'CHE1091 1', 'CHE2018', 'CHE2021', 'POL1001 3']","['CHE1052', 'CHE1091', 'CHE2018', 'CHE2021', 'POL1001']"
20002361,"['BIO2203 6', 'BIO3258 2', 'HIS1001 9', 'PHY1103 5']","['BIO2203', 'BIO3258', 'HIS1001', 'PHY1103']"
20002391,"['BIO3258E QTS', 'BIO3401E QTS', 'BIO3403E QTS', 'BIO3405E QTS', 'CHE1057 7QTS', 'HIS1001 7']","['BIO3258E QTS', 'BIO3401E QTS', 'BIO3403E QTS', 'BIO3405E QTS', 'CHE1057 QTS', 'HIS1001']"
20002400,"['GEO1050 2', 'HIS1001 1', 'MAT2403 2', 'MAT3506', 'MAT3514 1', 'POL1001 9']","['GEO1050', 'HIS1001', 'MAT2403', 'MAT3506', 'MAT3514', 'POL1001']"
20002410,"['GEO2320 2', 'GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'PHI1002 3']","['GEO2320', 'GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'PHI1002']"
20002415,"['GEO1050 2', 'HIS1001 1', 'MAT2403 2', 'MAT2403 3', 'MAT3373', 'MAT3506', 'MAT3514 1', 'MAT3514 2', 'PHY1103 2', 'POL1001 9']","['GEO1050', 'HIS1001', 'MAT2403', 'MAT3373', 'MAT3506', 'MAT3514', 'PHY1103', 'POL1001']"
20002425,"['HIS1001 12', 'MAT2403 4CLCMTKHTT', 'MAT3517E 1CLCMTKHTT', 'MAT3551E 1CLCMTKHTT']","['HIS1001', 'MAT2403 CLCMTKHTT', 'MAT3517E CLCMTKHTT', 'MAT3551E CLCMTKHTT']"
20002442,"['EVS2109', 'EVS2301 2', 'EVS3242 3', 'EVS3453', 'EVS3455', 'HIS1001 9']","['EVS2109', 'EVS2301', 'EVS3242', 'EVS3453', 'EVS3455', 'HIS1001']"
20002452,"['CHE1080 4', 'GEO3263', 'GEO3265', 'MAT1101 12', 'PHY1103 1']","['CHE1080', 'GEO3263', 'GEO3265', 'MAT1101', 'PHY1103']"
20002462,"['HIS1001 11', 'PHI1002 7', 'PHY2004', 'PHY2304 1', 'PHY3163']","['HIS1001', 'PHI1002', 'PHY2004', 'PHY2304', 'PHY3163']"
20002470,"['PHY2304 6', 'PHY2500 2', 'PHY2502 2', 'PHY3609 2', 'PHY3624 1']","['PHY2304', 'PHY2500', 'PHY2502', 'PHY3609', 'PHY3624']"
20002478,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 4', 'MAT1101 5', 'PHI1002 9', 'PHY1103 12']","['BIO3190', 'BIO3191', 'EVF2007', 'EVF2032', 'EVS4071', 'MAT1101', 'PHI1002', 'PHY1103']"
20002505,"['BIO2092', 'BIO2203 5', 'BIO3258 3', 'CHE1081 10', 'GEO1050 2', 'POL1001 9']","['BIO2092', 'BIO2203', 'BIO3258', 'CHE1081', 'GEO1050', 'POL1001']"
20002514,"['HIS1001 10', 'MAT2308', 'MAT2310', 'MAT3300 1', 'MAT3305', 'MAT3344 2']","['HIS1001', 'MAT2308', 'MAT2310', 'MAT3300', 'MAT3305', 'MAT3344']"
20002515,"['GEO3400', 'GEO3403', 'HIS1001 4']","['GEO3400', 'GEO3403', 'HIS1001']"
20002524,"['HIS1056 2', 'PHY2004 2QTL', 'PHY3163 2QTL', 'PHY3605E QTL']","['HIS1056', 'PHY2004 QTL', 'PHY3163 QTL', 'PHY3605E QTL']"
20002536,"['CHE1075E 1CLCHD', 'CHE2114E 1CLCHD', 'CHE3302 1CLCHD', 'HIS1001 3']","['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3302 CLCHD', 'HIS1001']"
20002541,"['HIS1001 4', 'MAT2403 4CLCMTKHTT', 'MAT3517E 1CLCMTKHTT', 'MAT3551E 1CLCMTKHTT', 'PHY1103 13CLCMTKHTT']","['HIS1001', 'MAT2403 CLCMTKHTT', 'MAT3517E CLCMTKHTT', 'MAT3551E CLCMTKHTT', 'PHY1103 CLCMTKHTT']"
20002553,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 4', 'HIS1001 7', 'MAT2314', 'MAT2406', 'MAT3365', 'MAT3507', 'PHI1002 7']","['BIO3190', 'BIO3191', 'EVF2007', 'EVF2032', 'EVS4071', 'HIS1001', 'MAT2314', 'MAT2406', 'MAT3365', 'MAT3507', 'PHI1002']"
20002558,"['MAT2403 3', 'MAT3507', 'MAT3514 2', 'PHI1002 10', 'POL1001 4']","['MAT2403', 'MAT3507', 'MAT3514', 'PHI1002', 'POL1001']"
20002559,"['HIS1001 11', 'MAT2303 1', 'MAT2314', 'MAT3365']","['HIS1001', 'MAT2303', 'MAT2314', 'MAT3365']"
20002563,"['GEO3400', 'GEO3403', 'MAT1101 4', 'PHI1002 1']","['GEO3400', 'GEO3403', 'MAT1101', 'PHI1002']"
20002565,"['CHE1052', 'CHE1084', 'CHE1090', 'POL1001 8']","['CHE1052', 'CHE1084', 'CHE1090', 'POL1001']"
20002566,"['BIO2400E 6CLCCNS', 'BIO2403E 4CLCCNS', 'BIO3356 6CLCCNS', 'BIO3803E 6CLCCNS', 'GEO1050 2', 'HIS1001 12', 'POL1001 10']","['BIO2400E CLCCNS', 'BIO2403E CLCCNS', 'BIO3356 CLCCNS', 'BIO3803E CLCCNS', 'GEO1050', 'HIS1001', 'POL1001']"
20002573,"['EVS2302 4', 'GEO2059 2', 'GLO2056', 'GLO2099 1', 'POL1001 7']","['EVS2302', 'GEO2059', 'GLO2056', 'GLO2099', 'POL1001']"
20002576,"['CHE1080 2', 'EVS2301 1', 'EVS3241', 'EVS4071 1', 'HIS1001 1']","['CHE1080', 'EVS2301', 'EVS3241', 'EVS4071', 'HIS1001']"
20002584,"['HIS1056 7', 'MAT2403 3', 'MAT2502 7', 'MAT3514 2']","['HIS1056', 'MAT2403', 'MAT2502', 'MAT3514']"
20002598,"['GEO3263', 'GEO3304', 'GEO3305', 'MAT1101 12', 'PHY1103 2']","['GEO3263', 'GEO3304', 'GEO3305', 'MAT1101', 'PHY1103']"
20002602,"['HIS1001 3', 'PHY2304 5', 'PHY2502 1', 'PHY3302', 'PHY3624 3']","['HIS1001', 'PHY2304', 'PHY2502', 'PHY3302', 'PHY3624']"
20002606,"['BIO2400E 3CLCCNS', 'BIO3182 4CLCCNS', 'BIO3356 5CLCCNS', 'BIO3803E 6CLCCNS', 'CHE1057 6CLCCNS', 'PHI1002 10', 'POL1001 2']","['BIO2400E CLCCNS', 'BIO3182 CLCCNS', 'BIO3356 CLCCNS', 'BIO3803E CLCCNS', 'CHE1057 CLCCNS', 'PHI1002', 'POL1001']"
20002612,"['BIO2400E 1CLCCNS', 'BIO3182 1CLCCNS', 'BIO3356 1CLCCNS', 'BIO3803E 1CLCCNS', 'CHE1057 5CLCCNS', 'PHI1002 11', 'POL1001 12']","['BIO2400E CLCCNS', 'BIO3182 CLCCNS', 'BIO3356 CLCCNS', 'BIO3803E CLCCNS', 'CHE1057 CLCCNS', 'PHI1002', 'POL1001']"
20002648,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'HIS1001 8', 'MAT1091 10', 'PHI1002 7']","['BIO3190', 'BIO3191', 'EVF2007', 'EVF2032', 'HIS1001', 'MAT1091', 'PHI1002']"
20002650,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 4']","['BIO3190', 'BIO3191', 'EVF2007', 'EVF2032', 'EVS4071']"
20002657,"['GEO3400', 'GEO3403', 'HIS1001 11', 'PHI1002 1', 'POL1001 1']","['GEO3400', 'GEO3403', 'HIS1001', 'PHI1002', 'POL1001']"
20002658,"['GEO3119', 'GEO3360', 'MAT1101 1', 'POL1001 11']","['GEO3119', 'GEO3360', 'MAT1101', 'POL1001']"
20002660,"['HIS1001 7', 'HIS1056 7', 'MAT2403 3', 'MAT3506', 'PHI1002 7']","['HIS1001', 'HIS1056', 'MAT2403', 'MAT3506', 'PHI1002']"
20002665,"['HIS1001 4', 'MAT2308', 'MAT2310', 'MAT3300 1', 'MAT3305', 'MAT3344 2']","['HIS1001', 'MAT2308', 'MAT2310', 'MAT3300', 'MAT3305', 'MAT3344']"
20002670,"['HIS1001 6', 'PHY2304 6', 'PHY2502 1', 'PHY3302', 'PHY3609 1', 'PHY3624 2']","['HIS1001', 'PHY2304', 'PHY2502', 'PHY3302', 'PHY3609', 'PHY3624']"
20002673,"['CHE1075E 1CLCHD', 'CHE3300 3CLCHD', 'CHE3302 1CLCHD', 'PHI1002 11']","['CHE1075E CLCHD', 'CHE3300 CLCHD', 'CHE3302 CLCHD', 'PHI1002']"
20002696,"['CHE1048', 'CHE1090', 'CHE1091 1', 'POL1001 3']","['CHE1048', 'CHE1090', 'CHE1091', 'POL1001']"
20002697,"['GEO2319', 'GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'HIS1001 7', 'PHI1002 7']","['GEO2319', 'GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'HIS1001', 'PHI1002']"
20002698,"['CHE1048', 'CHE1091 1', 'CHE2018', 'CHE2021', 'CHE3300 2', 'HIS1001 10']","['CHE1048', 'CHE1091', 'CHE2018', 'CHE2021', 'CHE3300', 'HIS1001']"
20002729,"['HIS1001 10', 'PHY2004', 'PHY2304 3', 'PHY3163']","['HIS1001', 'PHY2004', 'PHY2304', 'PHY3163']"
20002743,"['PHY1113 5', 'PHY2004', 'PHY2304 1', 'PHY3163', 'POL1001 5']","['PHY1113', 'PHY2004', 'PHY2304', 'PHY3163', 'POL1001']"
20002766,"['MAT2308', 'MAT2310', 'MAT3300 1', 'MAT3305', 'MAT3344 2', 'PHI1002 6']","['MAT2308', 'MAT2310', 'MAT3300', 'MAT3305', 'MAT3344', 'PHI1002']"
20002782,"['GEO3400', 'GEO3403', 'HIS1001 1', 'PHI1002 1']","['GEO3400', 'GEO3403', 'HIS1001', 'PHI1002']"
20002787,"['GEO2304', 'GEO3400', 'GEO3403', 'HIS1001 10', 'MAT1101 4', 'PHI1002 1']","['GEO2304', 'GEO3400', 'GEO3403', 'HIS1001', 'MAT1101', 'PHI1002']"
20002815,"['HIS1001 8', 'MAT2308', 'MAT2310', 'MAT3300 2', 'MAT3305', 'MAT3344 2', 'PHI1002 4']","['HIS1001', 'MAT2308', 'MAT2310', 'MAT3300', 'MAT3305', 'MAT3344', 'PHI1002']"
20002825,"['HIS1001 6', 'MAT2317 3CLCMTKHTT', 'MAT2403 4CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'PHY1103 14CLCMTKHTT']","['HIS1001', 'MAT2317 CLCMTKHTT', 'MAT2403 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'PHY1103 CLCMTKHTT']"
20002841,"['HMO2201', 'HMO3181', 'HMO3302', 'HMO3303', 'MAT1101 10', 'POL1001 12']","['HMO2201', 'HMO3181', 'HMO3302', 'HMO3303', 'MAT1101', 'POL1001']"
20002845,"['CHE2110E TTH', 'CHE2118E TTH', 'MAT1092 12TTH', 'PHY1161 2TTH']","['CHE2110E TTH', 'CHE2118E TTH', 'MAT1092 TTH', 'PHY1161 TTH']"
20002848,"['EVS2302 4', 'GEO2059 3', 'GLO2056', 'GLO2099 1', 'PHI1002 7']","['EVS2302', 'GEO2059', 'GLO2056', 'GLO2099', 'PHI1002']"
20002853,"['CHE1081 7', 'EVS2301 1', 'EVS3241', 'EVS3250 1', 'EVS4071 1', 'PHI1002 4']","['CHE1081', 'EVS2301', 'EVS3241', 'EVS3250', 'EVS4071', 'PHI1002']"
20002872,"['EVS2302 3', 'GEO2059 2', 'GLO2056', 'GLO2099 1', 'PHI1002 11']","['EVS2302', 'GEO2059', 'GLO2056', 'GLO2099', 'PHI1002']"
20002876,"['HIS1001 12', 'PHI1002 10', 'PHY2004 2QTL', 'PHY2304E QTL', 'PHY3163 2QTL', 'PHY3605E QTL']","['HIS1001', 'PHI1002', 'PHY2004 QTL', 'PHY2304E QTL', 'PHY3163 QTL', 'PHY3605E QTL']"
20002880,"['GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'MAT1101 4', 'PHY1100 13', 'PHY1103 10']","['GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'MAT1101', 'PHY1100', 'PHY1103']"
20002887,"['CHE1075E 1CLCHD', 'CHE2114E 1CLCHD', 'CHE3300 3CLCHD', 'CHE3302 1CLCHD']","['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3300 CLCHD', 'CHE3302 CLCHD']"
20002888,"['HIS1001 2', 'MAT2403 1', 'MAT3379', 'MAT3514 2', 'PHI1002 5']","['HIS1001', 'MAT2403', 'MAT3379', 'MAT3514', 'PHI1002']"
20002889,"['CHE1084 2TNH', 'CHE2110 1TNH', 'CHE2128 TNH']","['CHE1084 TNH', 'CHE2110 TNH', 'CHE2128 TNH']"
20002891,"['CHE1075E 1CLCHD', 'CHE2114E 1CLCHD', 'CHE3300 3CLCHD', 'CHE3302 1CLCHD', 'HIS1001 4', 'PHI1002 5']","['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3300 CLCHD', 'CHE3302 CLCHD', 'HIS1001', 'PHI1002']"
20002894,"['GEO2319', 'GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'MAT1101 12']","['GEO2319', 'GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'MAT1101']"
20002897,"['EVS2302 3', 'GEO2059 2', 'GLO2056', 'GLO2099 1', 'HIS1001 11', 'POL1001 7']","['EVS2302', 'GEO2059', 'GLO2056', 'GLO2099', 'HIS1001', 'POL1001']"
20002899,"['BIO3262 1TNS', 'BIO3373 2TNS', 'BIO3504 2TNS', 'MAT1101 1', 'MAT1259 TNS', 'POL1001 1']","['BIO3262 TNS', 'BIO3373 TNS', 'BIO3504 TNS', 'MAT1101', 'MAT1259 TNS', 'POL1001']"
20002911,"['CHE1075E 2CLCHD', 'CHE2114E 1CLCHD', 'CHE3300 4CLCHD', 'CHE3302 2CLCHD', 'PHI1002 2']","['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3300 CLCHD', 'CHE3302 CLCHD', 'PHI1002']"
20002913,"['HIS1001 10', 'MAT2314', 'MAT2406', 'MAT3365', 'MAT3507']","['HIS1001', 'MAT2314', 'MAT2406', 'MAT3365', 'MAT3507']"
20002915,"['MAT2314 2TNT', 'MAT2407 3TNT', 'MAT3300 3TNT', 'MAT3340 TNT', 'MAT3344 3TNT', 'PHI1002 3']","['MAT2314 TNT', 'MAT2407 TNT', 'MAT3300 TNT', 'MAT3340 TNT', 'MAT3344 TNT', 'PHI1002']"
20002917,"['PHY2304 7', 'PHY2502 1', 'PHY3302', 'PHY3609 2', 'PHY3624 1', 'POL1001 5']","['PHY2304', 'PHY2502', 'PHY3302', 'PHY3609', 'PHY3624', 'POL1001']"
20002922,"['HIS1001 4', 'HIS1056 6', 'MAT2403 4CLCMTKHTT', 'MAT3517E 1CLCMTKHTT', 'MAT3551E 1CLCMTKHTT', 'PHY1103 13CLCMTKHTT', 'POL1001 3']","['HIS1001', 'HIS1056', 'MAT2403 CLCMTKHTT', 'MAT3517E CLCMTKHTT', 'MAT3551E CLCMTKHTT', 'PHY1103 CLCMTKHTT', 'POL1001']"
20002935,"['PHY2304 6', 'PHY2502 1', 'PHY3302', 'PHY3609 1', 'PHY3624 1']","['PHY2304', 'PHY2502', 'PHY3302', 'PHY3609', 'PHY3624']"
20002943,"['BIO2045 1', 'BIO2203 1', 'BIO3201 1', 'BIO3258 1', 'POL1001 10']","['BIO2045', 'BIO2203', 'BIO3201', 'BIO3258', 'POL1001']"
20002960,"['CHE1075E 2CLCHD', 'CHE2114E 1CLCHD', 'CHE3300 4CLCHD', 'CHE3302 2CLCHD', 'GEO1050 1', 'PHI1002 2']","['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3300 CLCHD', 'CHE3302 CLCHD', 'GEO1050', 'PHI1002']"
20002962,"['BIO2400E 5CLCCNS', 'BIO3182 6CLCCNS', 'BIO3356 4CLCCNS', 'BIO3803E 4CLCCNS', 'CHE1057 6CLCCNS', 'MAT1091 2', 'POL1001 7']","['BIO2400E CLCCNS', 'BIO3182 CLCCNS', 'BIO3356 CLCCNS', 'BIO3803E CLCCNS', 'CHE1057 CLCCNS', 'MAT1091', 'POL1001']"
20002964,"['CHE1075E 1CLCHD', 'CHE2114E 2CLCHD', 'CHE3300 1', 'CHE3302 1CLCHD', 'GEO1050 1']","['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3300', 'CHE3302 CLCHD', 'GEO1050']"
20002966,"['CHE1048', 'CHE1075', 'CHE1084', 'CHE1090', 'POL1001 11']","['CHE1048', 'CHE1075', 'CHE1084', 'CHE1090', 'POL1001']"
20002972,"['CHE1084 2TNH', 'CHE2110 1TNH', 'CHE2128 TNH', 'GEO2059 3', 'GLO2038 2', 'GLO2056', 'MAT1091 10', 'PHY1103 12']","['CHE1084 TNH', 'CHE2110 TNH', 'CHE2128 TNH', 'GEO2059', 'GLO2038', 'GLO2056', 'MAT1091', 'PHY1103']"
20002974,"['GEO2110', 'GEO3224', 'HIS1056 7', 'MAT1091 2', 'MAT1101 3', 'PHY1103 2']","['GEO2110', 'GEO3224', 'HIS1056', 'MAT1091', 'MAT1101', 'PHY1103']"
20002982,"['HIS1001 11', 'PHY2206 2', 'PHY2304 4', 'PHY2310', 'PHY3301 2']","['HIS1001', 'PHY2206', 'PHY2304', 'PHY2310', 'PHY3301']"
20003005,"['BIO3262 1TNS', 'BIO3373 1TNS', 'BIO3504 1TNS', 'MAT1101 1', 'MAT1259 TNS']","['BIO3262 TNS', 'BIO3373 TNS', 'BIO3504 TNS', 'MAT1101', 'MAT1259 TNS']"
20003010,"['CHE1075E 1CLCHD', 'CHE2114E 1CLCHD', 'CHE3300 3CLCHD', 'CHE3302 1CLCHD', 'GEO1050 5', 'PHI1002 2']","['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3300 CLCHD', 'CHE3302 CLCHD', 'GEO1050', 'PHI1002']"
20003019,"['HIS1001 5', 'PHI1002 5', 'PHY2004', 'PHY2304 3', 'PHY3163']","['HIS1001', 'PHI1002', 'PHY2004', 'PHY2304', 'PHY3163']"
20003021,"['CHE1091 1', 'CHE2018', 'CHE2021', 'CHE3300 2', 'PHI1002 4']","['CHE1091', 'CHE2018', 'CHE2021', 'CHE3300', 'PHI1002']"
20003032,"['BIO2203 4', 'BIO2204 3', 'BIO3303 4', 'HIS1001 2', 'HIS1001 3', 'MAT2318 2', 'PHY2304 6', 'PHY2502 2', 'PHY3609 2', 'PHY3624 2', 'POL1001 4']","['BIO2203', 'BIO2204', 'BIO3303', 'HIS1001', 'MAT2318', 'PHY2304', 'PHY2502', 'PHY3609', 'PHY3624', 'POL1001']"
20003034,"['HIS1001 4', 'MAT2314', 'MAT2406', 'MAT3365', 'MAT3507']","['HIS1001', 'MAT2314', 'MAT2406', 'MAT3365', 'MAT3507']"
20003041,"['BIO2400E 4CLCCNS', 'BIO3182 6CLCCNS', 'BIO3356 5CLCCNS', 'BIO3803E 6CLCCNS', 'CHE1057 6CLCCNS', 'POL1001 2']","['BIO2400E CLCCNS', 'BIO3182 CLCCNS', 'BIO3356 CLCCNS', 'BIO3803E CLCCNS', 'CHE1057 CLCCNS', 'POL1001']"
20003045,"['PHY2304 7', 'PHY2502 1', 'PHY3302', 'PHY3609 2', 'PHY3624 2']","['PHY2304', 'PHY2502', 'PHY3302', 'PHY3609', 'PHY3624']"
20003048,"['MAT2403 2', 'MAT3506', 'MAT3514 2', 'PHI1002 10', 'PHY1103 7', 'POL1001 9']","['MAT2403', 'MAT3506', 'MAT3514', 'PHI1002', 'PHY1103', 'POL1001']"
20003053,"['CHE1052', 'CHE2018', 'CHE3254', 'HIS1001 4', 'POL1001 5']","['CHE1052', 'CHE2018', 'CHE3254', 'HIS1001', 'POL1001']"
20003055,"['MAT2403 3', 'MAT3506', 'MAT3514 1', 'PHI1002 5', 'PHY1020 2']","['MAT2403', 'MAT3506', 'MAT3514', 'PHI1002', 'PHY1020']"
20003057,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 2']","['BIO3190', 'BIO3191', 'EVF2007', 'EVF2032', 'EVS4071']"
20003063,"['GEO2319', 'GEO2320 2', 'GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'PHI1002 7', 'PHY1103 1']","['GEO2319', 'GEO2320', 'GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'PHI1002', 'PHY1103']"
20003076,"['BIO2045 1', 'BIO2203 1', 'BIO2204 1', 'BIO3303 4', 'PHI1002 3', 'POL1001 10']","['BIO2045', 'BIO2203', 'BIO2204', 'BIO3303', 'PHI1002', 'POL1001']"
20003083,"['CHE1048', 'CHE1075', 'CHE1084']","['CHE1048', 'CHE1075', 'CHE1084']"
20003088,"['GEO2059 2', 'GEO3263', 'GEO3304', 'GEO3305', 'GLO2056', 'GLO2099 1', 'MAT1101 12', 'PHI1002 6', 'PHY1103 12', 'PHY1103 2', 'POL1001 7']","['GEO2059', 'GEO3263', 'GEO3304', 'GEO3305', 'GLO2056', 'GLO2099', 'MAT1101', 'PHI1002', 'PHY1103', 'POL1001']"
20003089,"['BIO2202 4', 'BIO2203 4', 'BIO2204 2', 'CHE1081 3', 'EVS2302 4', 'GEO1050 4', 'GEO2059 2', 'GLO2056', 'HIS1001 10', 'MAT1101 6', 'POL1001 1', 'POL1001 8']","['BIO2202', 'BIO2203', 'BIO2204', 'CHE1081', 'EVS2302', 'GEO1050', 'GEO2059', 'GLO2056', 'HIS1001', 'MAT1101', 'POL1001']"
20003103,"['HIS1001 2', 'PHY2206 3', 'PHY2304 4', 'PHY2310', 'PHY3301 1']","['HIS1001', 'PHY2206', 'PHY2304', 'PHY2310', 'PHY3301']"
20003105,"['GEO1050 6', 'HIS1001 8', 'MAT2403 2', 'MAT3500 1', 'MAT3506', 'MAT3514 1']","['GEO1050', 'HIS1001', 'MAT2403', 'MAT3500', 'MAT3506', 'MAT3514']"
20003106,"['GEO2304', 'GEO3400', 'GEO3403', 'HIS1001 11', 'MAT1090 1', 'MAT1101 4', 'PHI1002 1']","['GEO2304', 'GEO3400', 'GEO3403', 'HIS1001', 'MAT1090', 'MAT1101', 'PHI1002']"
20003136,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 5', 'HIS1001 5']","['BIO3190', 'BIO3191', 'EVF2007', 'EVF2032', 'EVS4071', 'HIS1001']"
20003146,"['MAT2403 1', 'MAT3517E 1CLCMTKHTT', 'MAT3551E 2CLCMTKHTT', 'POL1001 3']","['MAT2403', 'MAT3517E CLCMTKHTT', 'MAT3551E CLCMTKHTT', 'POL1001']"
20003152,"['EVS2301 2', 'EVS3242 1', 'EVS3453', 'EVS3455']","['EVS2301', 'EVS3242', 'EVS3453', 'EVS3455']"
20003155,"['BIO2203 5', 'BIO3258 3', 'CHE1081 10', 'MAT1101 9', 'POL1001 10']","['BIO2203', 'BIO3258', 'CHE1081', 'MAT1101', 'POL1001']"
20003171,"['CHE1079E CLCCNH', 'CHE1091 8CLCCNH', 'CHE1129 CLCCNH', 'CHE2021 2CLCCNH', 'PHI1002 3', 'PHY1100 2', 'POL1001 2']","['CHE1079E CLCCNH', 'CHE1091 CLCCNH', 'CHE1129 CLCCNH', 'CHE2021 CLCCNH', 'PHI1002', 'PHY1100', 'POL1001']"
20003174,"['CHE1048', 'CHE1075', 'CHE1079', 'CHE1084 2TNH', 'CHE1090', 'CHE2110 1TNH', 'CHE2128 TNH', 'GEO2059 2', 'GLO2056', 'GLO2099 1', 'PHI1002 9', 'PHY1103 2', 'POL1001 12']","['CHE1048', 'CHE1075', 'CHE1079', 'CHE1084 TNH', 'CHE1090', 'CHE2110 TNH', 'CHE2128 TNH', 'GEO2059', 'GLO2056', 'GLO2099', 'PHI1002', 'PHY1103', 'POL1001']"
20003176,"['CHE1075E 2CLCHD', 'CHE2114E 2CLCHD', 'CHE3300 4CLCHD', 'CHE3302 2CLCHD']","['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3300 CLCHD', 'CHE3302 CLCHD']"
20003184,"['CHE1075E 1CLCHD', 'CHE2114E 1CLCHD', 'CHE3300 3CLCHD', 'CHE3302 1CLCHD', 'GEO1050 5', 'PHI1002 2', 'POL1001 9']","['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3300 CLCHD', 'CHE3302 CLCHD', 'GEO1050', 'PHI1002', 'POL1001']"
20003187,"['CHE1048', 'CHE1052', 'CHE1084', 'CHE1090', 'CHE3300 2', 'HIS1001 4', 'PHI1002 9', 'POL1001 8']","['CHE1048', 'CHE1052', 'CHE1084', 'CHE1090', 'CHE3300', 'HIS1001', 'PHI1002', 'POL1001']"
20003195,"['CHE1052', 'CHE1079', 'CHE1084', 'HIS1001 4', 'POL1001 1']","['CHE1052', 'CHE1079', 'CHE1084', 'HIS1001', 'POL1001']"
20003206,"['BIO2203 4', 'BIO2204 3', 'MAT1090 2']","['BIO2203', 'BIO2204', 'MAT1090']"
20003216,"['CHE2018', 'CHE2021', 'PHI1002 1', 'POL1001 5']","['CHE2018', 'CHE2021', 'PHI1002', 'POL1001']"
20003220,"['BIO3262 1TNS', 'BIO3373 1TNS', 'BIO3504 1TNS', 'HIS1001 3', 'MAT1101 1', 'MAT1259 TNS', 'POL1001 6']","['BIO3262 TNS', 'BIO3373 TNS', 'BIO3504 TNS', 'HIS1001', 'MAT1101', 'MAT1259 TNS', 'POL1001']"
20003223,"['EVS2301 1', 'EVS3241', 'EVS3250 1', 'EVS4071 3', 'PHI1002 10']","['EVS2301', 'EVS3241', 'EVS3250', 'EVS4071', 'PHI1002']"
20003226,"['MAT1076', 'MAT2301 1', 'MAT2310', 'MAT3300 2', 'MAT3305', 'MAT3344 2', 'MAT3347 1', 'POL1001 4']","['MAT1076', 'MAT2301', 'MAT2310', 'MAT3300', 'MAT3305', 'MAT3344', 'MAT3347', 'POL1001']"
20003227,"['BIO3258E QTS', 'BIO3401E QTS', 'BIO3403E QTS', 'BIO3405E QTS', 'CHE1057 7QTS', 'HIS1001 2']","['BIO3258E QTS', 'BIO3401E QTS', 'BIO3403E QTS', 'BIO3405E QTS', 'CHE1057 QTS', 'HIS1001']"
20003228,"['CHE2110E TTH', 'CHE2118E TTH', 'CHE2120E TTH', 'HIS1056 7']","['CHE2110E TTH', 'CHE2118E TTH', 'CHE2120E TTH', 'HIS1056']"
20003237,"['MAT1091 2', 'MAT2301 2', 'MAT2310', 'MAT3300 2', 'PHI1002 10']","['MAT1091', 'MAT2301', 'MAT2310', 'MAT3300', 'PHI1002']"
20003239,"['BIO2203 5', 'BIO3258 3', 'CHE1081 8', 'GEO1050 3', 'MAT1101 6']","['BIO2203', 'BIO3258', 'CHE1081', 'GEO1050', 'MAT1101']"
20003242,"['CHE1091 1', 'CHE2018', 'CHE2021', 'CHE3300 2', 'PHI1002 6', 'POL1001 4']","['CHE1091', 'CHE2018', 'CHE2021', 'CHE3300', 'PHI1002', 'POL1001']"
