MSV,classCodeList,subjectCodeList
19007364,"['HMO2110', 'HMO3306', 'HMO3307', 'HMO3311', 'HMO3312', 'HMO3321']","['HMO2110', 'HMO3306', 'HMO3307', 'HMO3311', 'HMO3312', 'HMO3321']"
19007393,"['MAT2407 2', 'MAT3452 2', 'MAT3525', 'MAT3533']","['MAT2407', 'MAT3452', 'MAT3525', 'MAT3533']"
19007399,"['BIO2044', 'BIO2045 1', 'BIO2092', 'BIO2201 3', 'BIO2202 3', 'BIO3252 2']","['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO3252']"
19007405,"['BIO2203 1', 'BIO2204 1', 'BIO3178 3CLCCNS', 'POL1001 9']","['BIO2203', 'BIO2204', 'BIO3178 CLCCNS', 'POL1001']"
19007410,"['MAT2301 4', 'MAT2407 1', 'MAT3452 1', 'MAT3525']","['MAT2301', 'MAT2407', 'MAT3452', 'MAT3525']"
19007419,"['GEO2320 2', 'GEO3265', 'GEO3269', 'GEO3270', 'POL1001 3']","['GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'POL1001']"
19007424,"['PHY1108 7', 'PHY3167 2', 'PHY3302']","['PHY1108', 'PHY3167', 'PHY3302']"
19007425,"['MAT2411E 1CLCMTKHTT', 'MAT3373E 1CLCMTKHTT', 'MAT3533 2CLCMTKHTT', 'MAT3562E 2CLCMTKHTT']","['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3533 CLCMTKHTT', 'MAT3562E CLCMTKHTT']"
19007437,"['EVS3158', 'EVS3232', 'EVS3244 2', 'EVS3287', 'EVS4073 1']","['EVS3158', 'EVS3232', 'EVS3244', 'EVS3287', 'EVS4073']"
19007448,"['GEO2320 2', 'GEO3265', 'GEO3269', 'GEO3270']","['GEO2320', 'GEO3265', 'GEO3269', 'GEO3270']"
19007457,"['MAT2411E 2CLCMTKHTT', 'MAT3373E 2CLCMTKHTT', 'MAT3500 3CLCMTKHTT', 'PHY1100 4']","['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'PHY1100']"
19007474,"['HIS1001 6', 'MAT3500 1', 'PHI1002 6', 'PHY1103 6']","['HIS1001', 'MAT3500', 'PHI1002', 'PHY1103']"
19007493,"['CHE1079', 'CHE1084']","['CHE1079', 'CHE1084']"
19007495,"['PHI1002 12', 'PHY3167 1', 'PHY3302']","['PHI1002', 'PHY3167', 'PHY3302']"
19007511,"['BIO2127 2CLCCNS', 'BIO2215E 4CLCCNS', 'BIO2516 4CLCCNS', 'BIO2800 4CLCCNS', 'BIO3302E 4CLCCNS', 'BIO3802E 2CLCCNS']","['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS']"
19007520,"['CHE1067 1CLCHD', 'CHE1091 8CLCCNH', 'CHE2030E 1CLCHD', 'CHE3283 1CLCHD']","['CHE1067 CLCHD', 'CHE1091 CLCCNH', 'CHE2030E CLCHD', 'CHE3283 CLCHD']"
19007535,"['CHE2018', 'CHE3045', 'CHE3253', 'CHE3254', 'PHI1002 4', 'PHY1100 13']","['CHE2018', 'CHE3045', 'CHE3253', 'CHE3254', 'PHI1002', 'PHY1100']"
19007556,"['CHE2130E TTH', 'CHE2145E TTH', 'CHE3212 TTH', 'MAT1092 12TTH', 'MAT1101 12']","['CHE2130E TTH', 'CHE2145E TTH', 'CHE3212 TTH', 'MAT1092 TTH', 'MAT1101']"
19007575,"['CHE2118E TTH', 'CHE2130E TTH', 'CHE2145E TTH', 'CHE3212 TTH', 'MAT1092 12TTH']","['CHE2118E TTH', 'CHE2130E TTH', 'CHE2145E TTH', 'CHE3212 TTH', 'MAT1092 TTH']"
19007583,"['BIO2088 1', 'BIO2220 2', 'BIO3302 3', 'BIO3303 3', 'BIO3304 1', 'HIS1001 4', 'POL1001 11']","['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304', 'HIS1001', 'POL1001']"
19007584,"['BIO2044', 'BIO2045 2', 'BIO2092', 'BIO2201 2', 'BIO2202 1', 'BIO2206 2', 'BIO3252 1', 'CHE1081 5']","['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2206', 'BIO3252', 'CHE1081']"
19007596,"['EVS3158', 'EVS3232', 'EVS3244 1', 'EVS3287', 'EVS4073 2', 'PHI1002 2']","['EVS3158', 'EVS3232', 'EVS3244', 'EVS3287', 'EVS4073', 'PHI1002']"
19007620,"['CHE1084', 'CHE1090', 'CHE2114']","['CHE1084', 'CHE1090', 'CHE2114']"
19007635,"['MAT2407 2', 'MAT3452 2', 'MAT3539 2']","['MAT2407', 'MAT3452', 'MAT3539']"
19007640,"['BIO2127 2CLCCNS', 'BIO2215E 5CLCCNS', 'BIO2516 6CLCCNS', 'BIO2800 5CLCCNS', 'BIO3302E 5CLCCNS', 'BIO3802E 2CLCCNS', 'PHI1002 5']","['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'PHI1002']"
19007657,"['BIO2088 2', 'BIO2220 4', 'BIO3302 2', 'BIO3303 2', 'BIO3304 2']","['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304']"
19007660,"['HIS1001 1', 'MAT2407 2', 'MAT3452 2', 'MAT3525', 'MAT3533']","['HIS1001', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3533']"
19007688,"['BIO2044', 'BIO2045 1', 'BIO2092', 'BIO2201 3', 'BIO2202 3', 'BIO2206 3', 'BIO3252 1']","['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2206', 'BIO3252']"
19007691,"['MAT2411E 1CLCMTKHTT', 'MAT3373E 1CLCMTKHTT', 'MAT3500 3CLCMTKHTT', 'MAT3533 3CLCMTKHTT', 'MAT3562E 2CLCMTKHTT']","['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3533 CLCMTKHTT', 'MAT3562E CLCMTKHTT']"
19007714,"['CHE1048 2CLCCNH', 'CHE1067 1CLCHD', 'CHE2030E 2CLCHD', 'CHE3283 1CLCHD']","['CHE1048 CLCCNH', 'CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE3283 CLCHD']"
19007720,"['CHE1075', 'CHE1084']","['CHE1075', 'CHE1084']"
19007742,"['MAT2411E 1CLCMTKHTT', 'MAT3373E 1CLCMTKHTT', 'MAT3562E 2CLCMTKHTT', 'POL1001 5']","['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3562E CLCMTKHTT', 'POL1001']"
19007744,"['PHY1113 7', 'PHY3508 3', 'PHY3606', 'PHY3608']","['PHY1113', 'PHY3508', 'PHY3606', 'PHY3608']"
19007750,"['BIO2405E QTS', 'BIO3227E QTS', 'BIO3252E QTS', 'BIO3370E QTS', 'BIO3372E QTS']","['BIO2405E QTS', 'BIO3227E QTS', 'BIO3252E QTS', 'BIO3370E QTS', 'BIO3372E QTS']"
19007753,"['MAT3373', 'MAT3539 2']","['MAT3373', 'MAT3539']"
19007758,"['CHE1081 7', 'EVS3158', 'EVS3232', 'EVS3244 2', 'EVS3287', 'EVS4073 1', 'POL1001 2']","['CHE1081', 'EVS3158', 'EVS3232', 'EVS3244', 'EVS3287', 'EVS4073', 'POL1001']"
19007759,"['GEO2304', 'GEO3143', 'GEO3360']","['GEO2304', 'GEO3143', 'GEO3360']"
19007762,"['BIO2127 1CLCCNS', 'BIO2215E 1CLCCNS', 'BIO2516 3CLCCNS', 'BIO2800 1CLCCNS', 'BIO3302E 1CLCCNS', 'BIO3802E 1CLCCNS', 'CHE1081 7', 'HIS1001 11']","['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'CHE1081', 'HIS1001']"
19007784,"['CHE1084', 'GEO1050 1']","['CHE1084', 'GEO1050']"
19007794,"['MAT2407 2', 'MAT3525', 'MAT3533']","['MAT2407', 'MAT3525', 'MAT3533']"
19007796,"['CHE1067 1CLCHD', 'CHE2030E 2CLCHD', 'CHE3283 2CLCHD']","['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE3283 CLCHD']"
19007800,"['MAT2411E 1CLCMTKHTT', 'MAT3373E 1CLCMTKHTT', 'MAT3500 3CLCMTKHTT', 'PHY1100 4']","['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'PHY1100']"
19007805,"['HMO2110', 'HMO3306', 'HMO3307', 'HMO3311', 'HMO3312', 'HMO3321']","['HMO2110', 'HMO3306', 'HMO3307', 'HMO3311', 'HMO3312', 'HMO3321']"
19007807,"['EVS2017', 'EVS2109', 'EVS3244 1', 'EVS3248', 'EVS3409', 'MAT1091 8', 'PHI1002 5', 'PHY1100 2', 'POL1001 1']","['EVS2017', 'EVS2109', 'EVS3244', 'EVS3248', 'EVS3409', 'MAT1091', 'PHI1002', 'PHY1100', 'POL1001']"
19007833,"['GEO2320 2', 'GEO3265', 'GEO3269', 'GEO3270', 'MAT1091 8', 'MAT1101 1']","['GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'MAT1091', 'MAT1101']"
19007835,"['CHE1048', 'CHE1084', 'HIS1001 11', 'MAT2407 2', 'PHY1103 4', 'POL1001 8']","['CHE1048', 'CHE1084', 'HIS1001', 'MAT2407', 'PHY1103', 'POL1001']"
19007843,"['MAT2306 1', 'MAT2311', 'MAT2407 1', 'MAT3306', 'MAT3347 1', 'PHY1020 3']","['MAT2306', 'MAT2311', 'MAT2407', 'MAT3306', 'MAT3347', 'PHY1020']"
19007861,"['MAT2407 2', 'MAT3452 2', 'MAT3533', 'PHY1020 3']","['MAT2407', 'MAT3452', 'MAT3533', 'PHY1020']"
19007866,"['HMO2110', 'HMO3306', 'HMO3307', 'HMO3311', 'HMO3312', 'HMO3321']","['HMO2110', 'HMO3306', 'HMO3307', 'HMO3311', 'HMO3312', 'HMO3321']"
19007870,"['CHE1048', 'CHE1084', 'MAT1091 4', 'MAT1101 1', 'PHY1100 10']","['CHE1048', 'CHE1084', 'MAT1091', 'MAT1101', 'PHY1100']"
19007889,"['BIO2088 3', 'BIO2220 3', 'BIO3302 3', 'BIO3303 3', 'BIO3304 3']","['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304']"
19007893,"['CHE1075', 'CHE1084', 'POL1001 11']","['CHE1075', 'CHE1084', 'POL1001']"
19007896,"['BIO2127 2CLCCNS', 'BIO2215E 4CLCCNS', 'BIO2516 5CLCCNS', 'BIO2800 6CLCCNS', 'BIO3302E 5CLCCNS', 'BIO3802E 2CLCCNS']","['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS']"
19007911,"['HIS1001 4', 'MAT2411E 2CLCMTKHTT', 'MAT3373E 2CLCMTKHTT', 'MAT3533 3CLCMTKHTT', 'MAT3562E 1CLCMTKHTT', 'PHI1002 12']","['HIS1001', 'MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3533 CLCMTKHTT', 'MAT3562E CLCMTKHTT', 'PHI1002']"
19007919,"['MAT2403 1', 'MAT3373', 'MAT3539 1', 'POL1001 9']","['MAT2403', 'MAT3373', 'MAT3539', 'POL1001']"
19007931,"['CHE1075', 'CHE2018', 'CHE2021', 'CHE3045', 'CHE3253', 'CHE3254']","['CHE1075', 'CHE2018', 'CHE2021', 'CHE3045', 'CHE3253', 'CHE3254']"
19007939,"['MAT2411E 1CLCMTKHTT', 'MAT3373E 1CLCMTKHTT', 'MAT3533 2CLCMTKHTT', 'MAT3562E 1CLCMTKHTT']","['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3533 CLCMTKHTT', 'MAT3562E CLCMTKHTT']"
19007948,"['PHY2064E QTL', 'PHY2306E QTL', 'PHY3508E QTL', 'PHY3608E QTL']","['PHY2064E QTL', 'PHY2306E QTL', 'PHY3508E QTL', 'PHY3608E QTL']"
19007956,"['MAT2403 4CLCMTKHTT', 'MAT2411E 1CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'MAT3517E 1CLCMTKHTT', 'PHI1002 12']","['MAT2403 CLCMTKHTT', 'MAT2411E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3517E CLCMTKHTT', 'PHI1002']"
19007959,"['MAT2034', 'MAT2403 1', 'MAT3373', 'MAT3452 1', 'PHI1002 5']","['MAT2034', 'MAT2403', 'MAT3373', 'MAT3452', 'PHI1002']"
19007975,"['PHY1113 7', 'PHY3508 2', 'PHY3608']","['PHY1113', 'PHY3508', 'PHY3608']"
19007981,"['CHE2130E TTH', 'CHE2145E TTH', 'CHE3212 TTH', 'MAT1092 12TTH', 'MAT1101 12']","['CHE2130E TTH', 'CHE2145E TTH', 'CHE3212 TTH', 'MAT1092 TTH', 'MAT1101']"
19007983,"['BIO2088 2', 'BIO2220 2', 'BIO3302 3', 'BIO3303 2', 'BIO3304 3']","['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304']"
19007999,"['MAT2403 3', 'MAT3373', 'MAT3507', 'MAT3539 2']","['MAT2403', 'MAT3373', 'MAT3507', 'MAT3539']"
19008012,"['CHE1048', 'CHE1052', 'CHE1079', 'CHE2018', 'CHE3045', 'CHE3253', 'CHE3254']","['CHE1048', 'CHE1052', 'CHE1079', 'CHE2018', 'CHE3045', 'CHE3253', 'CHE3254']"
19008032,"['BIO2044', 'BIO2045 2', 'BIO2092', 'BIO2201 2', 'BIO2202 2', 'BIO2206 2', 'BIO3252 3']","['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2206', 'BIO3252']"
19008035,"['GLO3122', 'GLO3158', 'GLO3198', 'GLO3229', 'MAT1091 2']","['GLO3122', 'GLO3158', 'GLO3198', 'GLO3229', 'MAT1091']"
19008037,"['MAT2034', 'MAT3373', 'MAT3452 1', 'MAT3525', 'PHI1002 10', 'PHY1100 2']","['MAT2034', 'MAT3373', 'MAT3452', 'MAT3525', 'PHI1002', 'PHY1100']"
19008045,"['PHY3163', 'PHY3508 2', 'PHY3606', 'PHY3608']","['PHY3163', 'PHY3508', 'PHY3606', 'PHY3608']"
19008053,"['HIS1001 1', 'MAT2407 2', 'MAT3452 2', 'MAT3525', 'MAT3533']","['HIS1001', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3533']"
19008054,"['BIO2088 3', 'BIO2201 1', 'BIO2203 5', 'BIO2220 4', 'BIO3303 4', 'BIO3304 2', 'PHI1002 9']","['BIO2088', 'BIO2201', 'BIO2203', 'BIO2220', 'BIO3303', 'BIO3304', 'PHI1002']"
19008064,"['BIO2088 1', 'BIO2220 1', 'BIO3302 1', 'BIO3303 1', 'BIO3304 1', 'PHI1002 9']","['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304', 'PHI1002']"
19008070,"['BIO2127 1CLCCNS', 'BIO2215E 1CLCCNS', 'BIO2516 1CLCCNS', 'BIO2800 1CLCCNS', 'BIO3302E 1CLCCNS', 'BIO3802E 1CLCCNS', 'PHY3163', 'PHY3508 1', 'PHY3606', 'PHY3608', 'POL1001 5']","['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'PHY3163', 'PHY3508', 'PHY3606', 'PHY3608', 'POL1001']"
19008080,"['CHE1048 2CLCCNH', 'CHE1052 3CLCCNH', 'CHE3045E CLCCNH', 'CHE3253 2CLCCNH', 'CHE3254 2CLCCNH', 'HIS1056 1']","['CHE1048 CLCCNH', 'CHE1052 CLCCNH', 'CHE3045E CLCCNH', 'CHE3253 CLCCNH', 'CHE3254 CLCCNH', 'HIS1056']"
19008082,"['HIS1001 4', 'MAT2411E 2CLCMTKHTT', 'MAT3373E 2CLCMTKHTT', 'MAT3533 2CLCMTKHTT', 'MAT3562E 2CLCMTKHTT']","['HIS1001', 'MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3533 CLCMTKHTT', 'MAT3562E CLCMTKHTT']"
19008097,"['CHE1084', 'CHE1090', 'CHE1091 1', 'MAT1092 2']","['CHE1084', 'CHE1090', 'CHE1091', 'MAT1092']"
19008112,"['BIO2127 2CLCCNS', 'BIO2215E 6CLCCNS', 'BIO2516 5CLCCNS', 'BIO2800 6CLCCNS', 'BIO3302E 6CLCCNS', 'BIO3802E 2CLCCNS', 'HIS1001 9']","['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'HIS1001']"
19008129,"['CHE1048', 'CHE1067 1CLCHD', 'CHE2030E 1CLCHD', 'CHE3283 1CLCHD', 'HIS1001 9']","['CHE1048', 'CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE3283 CLCHD', 'HIS1001']"
19008132,"['CHE1048', 'CHE1065', 'CHE1090', 'HIS1001 4']","['CHE1048', 'CHE1065', 'CHE1090', 'HIS1001']"
19008142,"['CHE1084', 'MAT1092 3', 'PHI1002 7', 'PHY1103 10']","['CHE1084', 'MAT1092', 'PHI1002', 'PHY1103']"
19008148,"['CHE3045', 'CHE3254']","['CHE3045', 'CHE3254']"
19008150,"['PHY3167 1', 'PHY3302']","['PHY3167', 'PHY3302']"
19008152,"['BIO2044', 'BIO2045 2', 'BIO2092', 'BIO2201 1', 'BIO2202 3', 'BIO2204 2', 'BIO2206 2', 'BIO3252 3', 'CHE1081 1']","['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2204', 'BIO2206', 'BIO3252', 'CHE1081']"
19008166,"['CHE1052 4CLCHD', 'CHE2030E 2CLCHD', 'CHE3283 2CLCHD', 'HIS1001 7', 'MAT1091 2']","['CHE1052 CLCHD', 'CHE2030E CLCHD', 'CHE3283 CLCHD', 'HIS1001', 'MAT1091']"
19008169,"['MAT2411E 1CLCMTKHTT', 'MAT3373E 1CLCMTKHTT', 'MAT3533 3CLCMTKHTT', 'MAT3562E 2CLCMTKHTT']","['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3533 CLCMTKHTT', 'MAT3562E CLCMTKHTT']"
19008170,"['PHI1002 8', 'PHY1113 5', 'PHY3508 1', 'PHY3606', 'PHY3608']","['PHI1002', 'PHY1113', 'PHY3508', 'PHY3606', 'PHY3608']"
